IDRSSD,RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,TEXT3552,TEXT3553,TEXT3554,
381950,,,,,,,,,,,,,,1929,0,215,0,211,0,0,0,157,1557,0,0,0,0,,,,
382050,,,,,,,,,,,,,,3269,718,2625,0,,,,,128,516,0,,,,,,,
382069,,,,,,,,,,,,,,2666,,181,0,,,,,1226,1256,3,,,175,,,,
382256,,,,,,,,,,,,,,107,0,0,0,0,0,0,0,107,0,0,0,0,0,,,,
382274,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,
382443,,,,,,,,,,,,,,2415,0,1824,0,0,0,0,0,351,240,0,1788,0,0,,,,
382537,,,,,,,,,,,,,,2129,0,183,0,0,0,0,0,1367,493,86,0,0,0,,,,
382649,,,,,,,,,,,,,,5683,0,0,0,0,0,0,0,843,4840,0,0,0,0,,,,
382658,,,,,,,,,,,,,,945,0,0,91,0,0,0,0,358,496,0,0,0,0,,,,
382742,,,,,,,,,,,,,,1268,0,540,0,176,0,0,0,114,540,74,0,0,364,,,,
382854,,,,,,,,,,,,,,581,,290,0,,,,,206,85,0,290,,,,,,
384018,,,,,,,,,,,,,,57788,0,33410,0,0,0,0,0,22058,1546,774,0,0,27019,,,,
384278,,,,,,,,,,,,,,54822,,31628,0,537,,,,13514,9162,518,14610,787,1217,,,,
384353,,,,,,,,,,,,,,36,0,0,0,0,0,0,0,31,5,0,0,0,0,,,,
384652,,,,,,,,,,,,,,8998,0,3288,0,0,0,0,0,4083,1203,424,0,0,2961,,,,
384830,,,,,,,,,,,,,,2412,0,990,0,0,0,0,0,807,615,0,896,0,0,,,,
385350,,,,,,,,,,,,,,1501,0,1073,0,0,0,0,0,254,39,135,1005,0,0,,,,
385471,,,,,,,,,,,,,,6442,0,4560,0,0,0,0,0,214,1662,6,4250,0,0,,,,
385547,,,,,,,,,,,,,,1474,0,634,0,0,0,0,0,619,221,0,475,0,0,debit card clearing,,,
385686,,,,,,,,,,,,,,3840,0,3639,0,8,0,0,0,3,93,105,3141,0,0,,,,
386432,,,,,,,,,,,,,,990,0,257,0,0,0,0,0,419,314,0,0,0,0,,,,
386450,,,,,,,,,,,,,,2640,,1824,0,,70,979,,643,103,70,713,,,Accrued Salaries & Wages,Midwest Housing,,
386731,,,,,,,,,,,,,,1523,0,195,0,0,0,0,0,891,381,56,0,0,0,,,,
386825,,,,,,,,,,,,,,198,0,0,0,0,0,0,0,74,124,0,0,0,0,,,,
387055,,,,,,,,,,,,,,231,0,0,0,0,0,0,0,60,171,0,0,0,0,,,,
387671,,,,,,,,,,,,,,3374,0,1127,0,0,500,0,0,704,1242,301,0,0,0,Secondary Market Reserve,,,
388155,,,,,,,,,,,,,,363,0,213,0,0,0,0,0,88,0,62,0,0,0,,,,
388258,,,,,,,,,,,,,,208,0,0,0,0,0,0,0,162,33,13,0,0,0,,,,
388557,,,,,,,,,,,,,,1997,0,0,47,0,0,0,0,1107,843,0,0,0,0,,,,
388744,,,,,,,,,,,,,,1282,0,397,0,0,0,0,0,152,733,0,397,0,0,,,,
388753,,,,,,,,,,,,,,109,0,6,0,0,0,0,0,101,0,2,0,0,0,,,,
388874,,,,,,,,,,,,,,177,0,166,0,152,14,0,0,0,11,0,0,0,0,OTHER,,,
389358,,,,,,,,,,,,,,957,0,0,0,0,0,0,0,619,338,0,0,0,0,,,,
389376,,,,,,,,,,,,,,647,0,52,0,0,44,0,0,117,478,0,0,0,0,ACCRUED VACATION,,,
389826,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,
390372,,,,,,,,,,,,,,5053,0,4288,0,0,0,0,0,24,741,0,1397,0,2666,,,,
390840,,,,,,,,,,,,,,6630,0,4530,0,0,594,0,0,464,1319,317,769,0,3117,Director Deferred Plan,,,
391418,,,,,,,,,,,,,,810,0,0,0,0,0,0,0,128,682,0,0,0,0,,,,
391557,,,,,,,,,,,,,,372,0,58,0,58,0,0,0,46,262,6,0,0,0,,,,
391575,138774,0,35516,64367,21883,9755,0,0,20094,1199,0,0,0,,,,,,,,,17598,,,,,,Interest Rate Swaps,,,
391959,,,,,,,,,,,,,,594,0,212,151,8,0,0,0,106,125,0,203,0,0,,,,
391977,,,,,,,,,,,,,,21737,0,12198,0,0,0,0,0,36,9433,70,11863,0,0,,,,
392152,,,,,,,,,,,,,,390,0,0,0,0,0,0,0,80,225,85,0,0,0,,,,
392255,,,,,,,,,,,,,,485,0,48,0,0,48,0,0,252,185,0,0,0,0,Other Liabilities,,,
392778,,,,,,,,,,,,,,8654,0,2172,0,0,0,0,0,231,5796,455,1855,0,0,,,,
393252,,,,,,,,,,,,,,851,0,93,0,0,0,0,0,717,16,25,0,0,0,,,,
393355,,,,,,,,,,,,,,487,,0,0,,,,,252,99,136,,,,,,,
393953,,,,,,,,,,,,,,3562,0,3083,0,29,1886,1158,10,479,0,0,0,0,0,Other Reserves,Real Estate Escrow,Misc.,
394156,,,,,,,,,,,,,,1232,0,598,0,0,169,370,0,541,93,0,0,0,0,Unearned Loan Servicing Income,Participation Payable,,
394259,,,,,,,,,,,,,,2545,,711,0,,8,,,1110,724,0,703,,,Promontory Rate Bridge,,,
395238,,,,,,,,,,,,,,1588180,,608001,3298,,,,,116097,807726,53058,,,490162,,,,
396057,,,,,,,,,,,,,,340,0,0,0,0,0,0,0,117,199,24,0,0,0,,,,
396244,,,,,,,,,,,,,,4260,,2199,0,1862,,,,1467,295,299,164,,,Debit Card Settlement,,,
396253,,,,,,,,,,,,,,5764,0,2677,0,0,1838,209,0,687,2290,110,0,0,0,Deferred Fees Reserve,Specific Reserve Loans Acquired,,
396954,,,,,,,,,,,,,,869,0,767,0,0,426,0,0,102,0,0,0,0,0,OFFICER DEFERRED,,,
397456,,,,,,,,,,,,,,635,,229,0,,,,,67,339,0,,,229,,,,
397531,,,,,,,,,,,,,,36721,0,32038,0,0,0,0,0,627,4056,0,0,0,17822,,,,
397540,,,,,,,,,,,,,,28004,,17769,0,,10900,,,1998,5242,2995,,,4026,LIHTC UNFUNDED LIABILITY,,,
397559,,,,,,,,,,,,,,2256,0,599,0,0,0,0,0,1283,270,104,438,0,0,,,,
397755,,,,,,,,,,,,,,22457,0,8970,0,0,3000,0,0,4395,2092,7000,1071,0,2802,Deferred Income,,,
397858,,,,,,,,,,,,,,62,0,0,0,0,0,0,0,39,23,0,0,0,0,,,,
398051,,,,,,,,,,,,,,2610,,2307,0,452,,5,,173,130,0,1850,,,Other Assets,Shazam Settlement,,
398248,,,,,,,,,,,,,,2191,,804,870,,,,,123,349,45,,,803,,,,
398668,259868,0,51086,200294,0,29539,0,0,8488,0,0,0,0,,,,,,,,,0,,,,,,Deferred Income,,,
398837,,,,,,,,,,,,,,2412,201,1333,0,4,0,0,0,686,138,255,885,0,0,,,,
399357,,,,,,,,,,,,,,426,0,0,0,0,0,0,0,395,31,0,0,0,0,,,,
399517,,,,,,,,,,,,,,81567,,51246,0,,,,,6520,22979,822,,,36830,,,,
399731,,,,,,,,,,,,,,1250,,804,0,,,,,236,210,0,,,,,,,
399973,,,,,,,,,,,,,,606,0,47,0,0,0,0,0,32,478,49,0,0,0,,,,
400057,,,,,,,,,,,,,,1269,0,510,0,0,0,0,0,310,389,60,0,0,475,,,,
400141,,,,,,,,,,,,,,4456,0,1492,0,0,0,0,0,1591,1141,232,525,0,112,,,,
400365,,,,,,,,,,,,,,6195,0,3151,0,0,0,0,0,1390,1408,246,2629,0,0,,,,
400767,,,,,,,,,,,,,,495,0,385,0,0,0,0,0,7,0,103,0,0,0,,,,
401072,,,,,,,,,,,,,,331,0,251,0,0,0,0,0,3,77,0,139,0,0,,,,
401559,,,,,,,,,,,,,,1717,0,1448,0,34,0,0,0,168,101,0,1330,0,0,,,,
401755,,,,,,,,,,,,,,1349,0,754,0,0,213,122,129,287,8,300,0,0,0,ACCT PAYABLE SAL CONT PLAN MJ,ACCT PAYABLE SAL CONT BOLI,ACCT PAYABLE TRADE,
401906,,,,,,,,,,,,,,8832,0,6165,0,0,0,0,0,81,2293,293,2901,0,0,,,,
401951,,,,,,,,,,,,,,540,0,123,0,0,0,0,0,242,175,0,0,0,0,,,,
402846,,,,,,,,,,,,,,904,0,313,34,0,173,0,0,514,43,0,0,0,0,Deferred Data Processing Credit,,,
402873,,,,,,,,,,,,,,1753,0,1563,0,0,0,0,0,73,117,0,1563,0,0,,,,
403067,,,,,,,,,,,,,,3946,0,2446,0,0,0,0,0,653,785,62,0,0,2406,,,,
403151,,,,,,,,,,,,,,13442,,587,0,403,184,,,6446,6409,0,,,,CDARS INCOMING RATEBRIDGE PAYMENT,,,
403179,,,,,,,,,,,,,,41604,0,30011,0,0,4702,3955,3170,2657,8289,647,0,0,18054,Deferred Employee Retention Credit,Payable Cashiers Check,Low Income Housing Tax Credit Funding Liability,
403254,,,,,,,,,,,,,,341,0,129,0,0,0,0,0,0,212,0,0,0,0,,,,
403656,,,,,,,,,,,,,,417,0,0,159,0,0,0,0,17,241,0,0,0,0,,,,
403870,,,,,,,,,,,,,,9630,0,6405,0,0,0,0,0,2342,785,98,4635,0,0,,,,
403946,,,,,,,,,,,,,,12640,0,8556,0,0,0,0,0,734,2281,1069,0,0,4901,,,,
404653,,,,,,,,,,,,,,5737,0,3632,0,0,0,0,0,359,1519,227,0,0,3632,,,,
404943,,,,,,,,,,,,,,277,0,104,0,0,0,0,0,120,44,9,0,0,104,,,,
406022,,,,,,,,,,,,,,3055,0,1942,0,0,0,0,0,258,669,186,0,0,1586,,,,
406059,,,,,,,,,,,,,,2597,0,43,0,0,0,0,0,738,1353,463,0,0,43,,,,
406666,,,,,,,,,,,,,,2138,0,508,0,0,0,0,0,1044,446,140,507,0,0,,,,
406974,,,,,,,,,,,,,,2069,0,1641,0,0,0,0,0,174,224,30,0,0,1606,,,,
407168,,,,,,,,,,,,,,991,0,0,0,0,0,0,0,833,158,0,0,0,0,,,,
407506,,,,,,,,,,,,,,52183,0,46019,0,0,0,0,0,493,4898,773,0,0,0,,,,
407645,,,,,,,,,,,,,,4248,358,604,0,0,0,0,0,2303,1174,167,0,0,0,payables,,,
407850,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,50,0,0,0,0,0,,,,
408307,,,,,,,,,,,,,,2883,,643,0,,,201,,0,1983,257,,,355,,Mastercard-Deferred Income,,
408642,,,,,,,,,,,,,,7738,0,5728,0,3484,0,0,0,285,807,918,2136,0,0,,,,
408875,,,,,,,,,,,,,,7786,0,2439,0,388,0,0,0,928,4010,409,0,403,1493,,,0,
409265,,,,,,,,,,,,,,351,0,0,0,0,0,0,0,264,87,0,0,0,0,,,,
410159,,,,,,,,,,,,,,87,0,2,0,0,0,0,0,34,51,0,0,0,0,,,,
410560,,,,,,,,,,,,,,1532,0,54,0,0,0,0,0,1103,375,0,0,0,0,,,,
410748,,,,,,,,,,,,,,1395,,558,0,,,,,564,177,96,558,,,,,,
410917,,,,,,,,,,,,,,2870,0,2121,0,647,0,0,0,444,305,0,0,0,1474,,,,
411062,,,,,,,,,,,,,,168,0,77,0,0,0,0,0,41,50,0,0,0,0,,,,
411174,,,,,,,,,,,,,,235,0,11,0,0,0,0,0,6,218,0,0,0,0,,,,
411231,,,,,,,,,,,,,,1021,0,11,0,0,0,0,0,851,159,0,0,0,0,,,,
411240,,,,,,,,,,,,,,305,0,0,0,0,0,0,0,218,72,15,0,0,0,,,,
411549,,,,,,,,,,,,,,224,0,206,0,0,0,0,0,18,0,0,0,0,0,Profit Sharing Plan Payable,,,
411576,,,,,,,,,,,,,,305,,0,0,,,,,206,79,20,,,,,,,
411624,,,,,,,,,,,,,,1041,140,411,0,,,,,450,180,0,,,211,,,,
411651,,,,,,,,,,,,,,1058,0,5,0,0,0,0,0,457,596,0,0,0,0,,,,
412153,,,,,,,,,,,,,,879,0,0,0,0,0,0,0,427,452,0,0,0,0,CDARS INCOMING RATEBRIDGE PAYMENT,,,
412452,,,,,,,,,,,,,,595,0,539,1,0,0,0,0,55,0,0,539,0,0,,,,
412555,,,,,,,,,,,,,,1138,0,241,0,0,0,0,0,263,399,235,240,0,0,,,,
412667,,,,,,,,,,,,,,980,0,64,306,0,0,0,0,258,352,0,0,0,0,,,,
412751,,,,,,,,,,,,,,87924,,35909,0,,,15958,,2353,41629,8033,,,,,Derivative Liability,,
412845,,,,,,,,,,,,,,989,0,170,0,51,118,0,0,308,435,76,0,0,0,DEFERRED REVENUE,,,
412872,,,,,,,,,,,,,,392,0,281,0,100,181,0,0,70,37,4,0,0,0,Deconversion from FIS to Fiserv,,,
413141,,,,,,,,,,,,,,48911,,6486,0,3754,,,,9672,32016,737,,,1996,,,,
413208,3379008,0,2077927,0,0,0,0,0,837842,107999,0,0,546611,,,,,,,,,355240,,,,,,,,,
413347,,,,,,,,,,,,,,126,0,34,5,0,0,0,0,42,45,0,0,0,0,,,,
413543,,,,,,,,,,,,,,1448,0,0,0,0,0,0,0,583,808,57,0,0,0,,,,
413646,,,,,,,,,,,,,,2502,0,9,0,0,0,0,0,622,1748,123,0,0,0,,,,
413673,,,,,,,,,,,,,,717,0,181,0,0,0,0,0,321,205,10,0,0,0,0,,,
413758,,,,,,,,,,,,,,561,0,24,0,0,0,0,0,331,206,0,0,0,0,,,,
414102,,,,,,,,,,,,,,2429,0,1639,0,0,0,0,0,560,79,151,1616,0,0,,,,
414652,,,,,,,,,,,,,,806,0,0,36,0,0,0,0,168,602,0,0,0,0,,,,
414764,,,,,,,,,,,,,,3538,0,1373,0,0,0,0,0,1460,369,336,0,0,1037,,,,
414858,,,,,,,,,,,,,,1301,0,0,0,0,0,0,0,169,1017,115,0,0,0,,,,
416245,,,,,,,,,,,,,,212544,,157023,0,,69753,,,16331,33175,6015,,65045,,Equity Investment Obligations,,,
416272,,,,,,,,,,,,,,570,0,241,0,168,73,0,0,71,258,0,0,0,0,ATM Clearing,,,
416339,,,,,,,,,,,,,,271,0,70,0,0,0,0,0,123,59,19,0,0,0,,,,
416357,,,,,,,,,,,,,,608,0,0,354,0,0,0,0,191,63,0,0,0,0,,,,
416656,,,,,,,,,,,,,,2557,0,1099,0,0,0,0,0,548,910,0,744,0,0,,,,
416674,,,,,,,,,,,,,,4400,0,3178,0,0,2816,0,0,293,668,261,0,0,0,SERP Accrual,,,
417626,,,,,,,,,,,,,,5425,0,1465,0,0,1326,0,0,3532,393,35,0,0,0,Unfunded Pension Liability,,,
417710,,,,,,,,,,,,,,182,0,0,0,0,0,0,0,130,52,0,0,0,0,,,,
418100,,,,,,,,,,,,,,314,0,188,0,0,101,0,0,79,12,35,0,0,0,Accrued FDIC Ins,,,
418249,,,,,,,,,,,,,,11681,0,5132,0,0,710,0,0,3291,2608,650,4123,0,299,Fin 48 Liability,,,
418436,,,,,,,,,,,,,,83,0,0,0,0,0,0,0,48,35,0,0,0,0,,,,
418856,,,,,,,,,,,,,,155,0,110,0,110,0,0,0,45,0,0,0,0,0,,,,
419406,,,,,,,,,,,,,,130813,,81295,0,,,,,3772,43885,1861,,23956,21566,,,,
419460,,,,,,,,,,,,,,3401,0,2706,0,0,0,0,0,122,545,28,0,0,2548,,,,
419675,,,,,,,,,,,,,,12007,0,2522,0,0,1024,0,0,3425,4957,1103,0,0,0,ATM Clearing Account,,,
419947,,,,,,,,,,,,,,197,0,0,0,0,0,0,0,54,138,5,0,0,0,,,,
420578,,,,,,,,,,,,,,3879,0,2159,0,2134,0,0,0,582,914,224,0,0,0,,,,
420644,,,,,,,,,,,,,,1343,0,899,0,0,0,0,0,254,0,190,507,0,0,,,,
420877,,,,,,,,,,,,,,625,0,442,0,0,0,0,0,13,74,96,0,0,0,,,,
421445,,,,,,,,,,,,,,504,0,0,0,0,0,0,0,62,377,65,0,0,0,,,,
421539,,,,,,,,,,,,,,1130,0,241,0,239,0,0,0,435,304,150,0,0,0,,,,
422059,,,,,,,,,,,,,,220,,0,0,,,,,150,56,14,,,,,,,
422116,,,,,,,,,,,,,,1775,0,705,0,0,691,0,0,84,986,0,0,0,0,Lease Liability,,,
422433,,,,,,,,,,,,,,33732,,14274,0,235,30,2116,,11871,5577,2010,,,,Escrowed Funds,Income Taxes,,
422657,,,,,,,,,,,,,,1247,0,0,544,0,0,0,0,243,392,68,0,0,0,,,,
423159,,,,,,,,,,,,,,370,0,0,0,0,0,0,0,364,6,0,0,0,0,,,,
423449,,,,,,,,,,,,,,11905,0,9874,0,2876,0,0,0,684,182,1165,0,0,0,,,,
423636,,,,,,,,,,,,,,1394,0,749,0,0,0,0,0,270,375,0,749,0,0,Deferred Loan fees,,,
423739,,,,,,,,,,,,,,11668,0,0,0,0,0,0,0,1720,7674,2274,0,0,0,,,,
424156,,,,,,,,,,,,,,1816,0,600,0,0,0,0,0,501,614,101,563,0,0,,,,
424240,,,,,,,,,,,,,,1530,0,29,20,0,0,0,0,1026,455,0,0,0,0,,,,
424352,,,,,,,,,,,,,,733,0,240,0,0,0,0,0,167,326,0,0,0,240,,,,
424437,,,,,,,,,,,,,,94,,64,0,,,,,30,0,0,,,,,,,
425050,,,,,,,,,,,,,,125,0,10,0,0,0,0,0,75,40,0,0,0,0,,,,
425108,,,,,,,,,,,,,,4910,0,2050,0,0,0,0,0,0,2630,230,1341,0,0,,,,
425818,,,,,,,,,,,,,,1422,0,346,0,0,225,0,0,459,476,141,0,0,0,Deferred Mastercard Signing Bonus,,,
425845,,,,,,,,,,,,,,1433,0,577,91,0,0,0,0,480,285,0,577,0,0,,,,
425911,,,,,,,,,,,,,,9814,0,1104,0,0,872,171,0,1604,5815,1291,0,0,0,Other Liabilities,Corporate Plan Withholdings,,
426057,,,,,,,,,,,,,,294,0,31,0,0,0,0,0,189,74,0,0,0,0,,,,
426141,,,,,,,,,,,,,,223,0,23,0,0,23,0,0,41,159,0,0,0,0,Credit LIfe & Disability Ins,,,
426534,,,,,,,,,,,,,,39769,,15124,0,,,,,5812,14560,4273,,7481,,,,,
426758,,,,,,,,,,,,,,516,0,82,0,0,0,0,0,123,293,18,0,0,0,,,,
426945,,,,,,,,,,,,,,439,0,0,0,0,0,0,0,118,321,0,0,0,0,,,,
427241,,,,,,,,,,,,,,2839,0,1774,0,0,0,0,0,342,561,162,1447,0,0,,,,
427353,,,,,,,,,,,,,,4568,0,2037,0,0,0,0,0,826,999,706,1295,0,0,,,,
427858,,,,,,,,,,,,,,337,0,30,0,0,0,0,0,53,154,100,0,0,0,,,,
427960,,,,,,,,,,,,,,400,0,156,0,130,0,0,0,161,14,69,0,0,0,,,,
428060,,,,,,,,,,,,,,9245,0,3938,0,0,0,0,0,1982,2615,710,0,0,3893,,,,
428462,,,,,,,,,,,,,,4918,0,3563,0,0,202,0,0,384,816,155,734,0,0,EFT SETTLEMENT,,,
428547,,,,,,,,,,,,,,12847,,4423,0,,,,,2304,3098,3022,,3160,,,,,
428855,,,,,,,,,,,,,,1805,0,1286,0,1271,0,0,0,519,0,0,0,0,15,,,,
429021,,,,,,,,,,,,,,5149,0,2743,0,0,0,0,0,1030,1284,92,2336,0,0,,,,
429487,,,,,,,,,,,,,,11959,0,7485,0,0,0,0,0,602,3532,340,1632,0,4328,,,,
430036,,,,,,,,,,,,,,4527,,2801,0,,,,16,484,892,350,,,,,ATM Processing Account,Benefit Plan Reserve,
430054,,,,,,,,,,,,,,1523,0,771,0,0,0,0,0,684,42,26,0,0,0,,,,
430344,,,,,,,,,,,,,,2732,0,1453,0,0,2,0,0,893,286,100,1451,0,0,CDARS INCOMING RATEBRIDGE PAYMENT,,,
431172,,,,,,,,,,,,,,217189,,138261,0,,49513,,,14487,48107,16334,,,42152,Investment settlement - purchases,,,
431323,,,,,,,,,,,,,,709,0,49,0,0,0,0,0,192,468,0,0,0,0,,,,
431350,,,,,,,,,,,,,,727,0,348,0,0,0,0,0,246,129,4,348,0,0,,,,
432058,,,,,,,,,,,,,,953,,291,0,173,70,,,264,126,272,,,,Debit Card Settlement,,,
432432,,,,,,,,,,,,,,7061,0,2371,0,0,0,0,0,78,4612,0,2371,0,0,,,,
433505,,,,,,,,,,,,,,8961,,3672,355,,,,,348,3886,700,,,3672,,,,
433550,,,,,,,,,,,,,,3032,0,75,0,0,0,0,0,810,2104,43,0,0,75,,,,
433608,,,,,,,,,,,,,,84237,,31669,0,,,,,2513,46970,3085,,,27808,,,,
433859,,,,,,,,,,,,,,1006,0,468,237,0,276,42,0,226,75,0,0,0,0,Deferred Loan Fees,Split Dollar Plan Reserve,,
433943,,,,,,,,,,,,,,4262,0,2751,0,0,1274,0,0,683,828,0,1397,0,0,Escrow Payable,,,
434203,,,,,,,,,,,,,,11764,,9510,0,,,,,279,959,1016,8723,,,,,,
434539,,,,,,,,,,,,,,2093,0,1535,0,0,0,0,0,257,301,0,1535,0,0,,,,
435059,,,,,,,,,,,,,,2924,0,564,0,0,0,0,0,979,1056,325,465,0,0,,,,
435077,,,,,,,,,,,,,,297874,,279178,0,70380,167887,,,895,16818,983,,,,Unclaimed Property,,,
435255,,,,,,,,,,,,,,1843,0,140,225,0,0,0,0,970,508,0,0,0,140,,,,
435666,,,,,,,,,,,,,,1129,0,304,0,0,0,0,0,289,536,0,0,0,0,Unearned Origination Fees,,,
435750,,,,,,,,,,,,,,14271,,2938,0,,,,,489,9880,964,2725,,,,,,
436159,,,,,,,,,,,,,,205776,,167170,0,,,,,18616,14006,5984,,,61932,,,,
436542,,,,,,,,,,,,,,2918,0,1106,0,0,0,0,0,1251,443,118,1106,0,0,,,,
436739,,,,,,,,,,,,,,2520,0,61,0,0,0,0,0,400,1842,217,0,0,0,,,,
436953,,,,,,,,,,,,,,7674,0,2879,0,0,2295,0,0,3426,373,996,0,0,0,Accrued Life Insurance,,,
437044,,,,,,,,,,,,,,289,0,0,0,0,0,0,0,255,34,0,0,0,0,,,,
437914,,,,,,,,,,,,,,806879,,690792,0,,219300,,,34719,69280,12088,,,,Derivative Collateral Held,,,
439132,,,,,,,,,,,,,,4698,,1435,0,,,,,2033,795,435,,,1435,,,,
439338,,,,,,,,,,,,,,28967,,8560,0,13,3830,,,6181,9919,4307,1209,2137,1138,Prepaid Debit Card & Everyday Rewards Points,,,
439356,,,,,,,,,,,,,,11806,2500,6440,0,0,1946,990,0,3226,2110,30,0,0,0,MHEG 56 LIHTC CONTRIBUTION LIABILITY,MHEG 57 LIHTC CONTRIBUTION LIABILITY,,
439404,,,,,,,,,,,,,,23864,4000,15778,0,,,,,1977,5206,903,,,,,,,
439730,,,,,,,,,,,,,,818,0,0,0,0,0,0,0,431,387,0,0,0,0,,,,
440857,,,,,,,,,,,,,,268,0,6,0,0,0,0,0,237,25,0,0,0,0,,,,
440978,,,,,,,,,,,,,,235,0,14,0,11,3,0,0,162,59,0,0,0,0,Miscellaneous,,,
441050,,,,,,,,,,,,,,1169,0,101,0,0,0,0,0,862,154,52,0,0,0,,,,
441078,,,,,,,,,,,,,,2313,0,1298,0,0,0,0,0,379,636,0,996,0,0,,,,
441135,,,,,,,,,,,,,,310,0,2,0,0,0,0,0,53,255,0,0,0,0,PPP Deferred Loan fees,,,
441256,,,,,,,,,,,,,,15082,,1497,0,,608,,,6750,6285,550,,,,Credit Card Rewards & Proxy Rebate Liability,,,
441359,,,,,,,,,,,,,,2790,0,1163,0,0,0,0,0,870,736,21,981,0,0,,,,
441470,,,,,,,,,,,,,,58,0,0,1,0,0,0,0,0,57,0,0,0,0,,,,
441630,,,,,,,,,,,,,,914,0,33,0,0,0,0,0,373,438,70,0,0,0,,,,
442011,,,,,,,,,,,,,,1951,0,763,0,0,0,289,0,424,758,6,0,0,0,,ATM Settlement,,
442057,,,,,,,,,,,,,,367,0,0,0,0,0,0,0,322,45,0,0,0,0,,,,
442244,,,,,,,,,,,,,,2893,0,1437,0,0,122,0,0,1003,453,0,1315,0,0,UNUSED PTO,,,
442655,,,,,,,,,,,,,,104,0,0,0,0,0,0,0,77,12,15,0,0,0,,,,
443148,,,,,,,,,,,,,,2674,0,2250,0,0,0,0,0,119,131,174,1524,0,0,,,,
443205,,,,,,,,,,,,,,84215,0,72384,0,0,0,0,0,1218,10468,145,19846,51114,0,,,,
443353,,,,,,,,,,,,,,3475,0,1082,0,0,0,0,0,920,1473,0,754,0,0,,,,
443625,,,,,,,,,,,,,,1528,0,0,0,0,0,0,0,36,1492,0,0,0,0,,,,
443634,,,,,,,,,,,,,,722,0,0,0,0,0,0,0,338,384,0,0,0,0,Deferred SBA Origination Fees,,,
444350,,,,,,,,,,,,,,2571,0,832,0,0,0,0,0,323,1379,37,832,0,0,,,,
444556,,,,,,,,,,,,,,5989,0,2902,0,0,0,0,0,1501,1098,488,1774,0,1099,,,,
444677,,,,,,,,,,,,,,633,0,436,15,0,0,0,0,0,182,0,0,0,0,,,,
445674,,,,,,,,,,,,,,774,0,526,0,0,0,0,0,91,157,0,393,0,0,,,,
445955,,,,,,,,,,,,,,2544,0,879,0,0,0,0,0,934,731,0,792,0,0,,,,
446130,,,,,,,,,,,,,,2120,,879,0,,,,,1233,8,0,331,,,,,,
446149,,,,,,,,,,,,,,530,0,0,58,0,0,0,0,384,88,0,0,0,0,,,,
446176,,,,,,,,,,,,,,357,,46,0,,,,,7,304,0,,,,,0,,
446877,,,,,,,,,,,,,,1236,0,258,0,0,0,0,0,183,757,38,177,0,0,,,,
447070,,,,,,,,,,,,,,3310,0,971,0,845,0,0,0,965,1374,0,0,0,0,,,,
447100,,,,,,,,,,,,,,31874,,29009,0,1018,1122,4290,,308,2557,0,14881,3872,,ATM Settlement,Derivatives Collateral,,
447557,,,,,,,,,,,,,,1447,0,0,0,0,0,0,0,697,406,344,0,0,0,,,,
448040,,,,,,,,,,,,,,9911,0,5125,0,0,0,0,0,500,4045,241,0,1879,3246,,,,
448554,,,,,,,,,,,,,,4865,0,2502,0,0,0,0,0,997,1016,350,1959,0,0,,,,
449038,1736,0,0,0,0,0,0,0,1736,0,0,0,0,,,,,,,,,0,,,,,,,,,
449430,,,,,,,,,,,,,,4572,0,3956,0,0,2107,0,0,120,496,0,0,0,1355,Reserve Escrow,,,
449832,,,,,,,,,,,,,,1249,,343,0,,,,,647,259,0,,,,,,,
449935,,,,,,,,,,,,,,3478,0,3104,0,2804,0,0,0,0,374,0,0,0,0,,,,
450632,,,,,,,,,,,,,,2277,0,290,0,153,0,0,0,244,1021,722,90,0,0,,,,
450669,,,,,,,,,,,,,,69,0,0,55,0,0,0,0,14,0,0,0,0,0,,,,
450753,,,,,,,,,,,,,,8205,,1818,0,60,3,,,4220,1957,210,1683,,72,IntraFi - Incoming Rate Bridge,,,
450856,,,,,,,,,,,,,,109841,,59137,4944,,,,,11211,29528,5021,,33535,,,,,
450959,,,,,,,,,,,,,,5009,0,59,0,0,0,0,0,470,4280,200,0,0,0,,,,
451068,,,,,,,,,,,,,,2274,0,1143,0,0,329,0,0,578,331,222,446,0,0,ATM IN PROCESS,,,
451246,,,,,,,,,,,,,,1187,287,545,0,0,0,0,0,509,62,71,155,0,0,,,,
451273,,,,,,,,,,,,,,1522,,585,509,,30,,,2,322,104,,,492,Res 401K Profit Sharing & 401K Matching Contributions,,,
451965,36407000,0,20400000,1708000,6617000,0,0,0,11917000,429000,0,0,0,,,,,,,,,1953000,,,,,,,,,
452159,,,,,,,,,,,,,,1179,0,315,0,0,0,0,0,733,131,0,0,0,0,1,,,
452739,,,,,,,,,,,,,,993,0,109,0,0,108,0,0,332,491,61,0,0,0,Escrow Reserve,,,
