IDRSSD,RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDB556,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,TEXT3549,TEXT3550,TEXT3551,
439404,,,,,,,,,,,,,,,,,,,,12278,11562,75254,,6631,,,,17760,,,,,0,27023,0,0,,0,,
439730,,,,,,,,,,,,,,,,,,,0,885,620,4327,1447,1497,0,0,0,1325,0,0,0,0,0,0,0,0,,,,
440857,,,,,,,,,,,,,,,,,,,0,421,0,740,0,140,0,0,0,179,0,0,0,0,0,0,0,0,Deconversion Expense-Expensed monthly over life of contract,,,
440978,,,,,,,,,,,,,,,,,,,0,70,259,2266,58,171,113,0,0,114,0,0,0,0,0,1652,0,0,Due from Bancshares,,,
441050,,,,,,,,,,,,,,,,,,,0,7,303,2561,0,479,221,0,0,1772,0,0,0,0,0,0,0,0,Returns in Process,,,
441078,,,,,,,,,,,,,,,,,,,0,428,3833,12028,234,394,0,0,0,1058,0,0,0,0,0,4978,1337,0,,,,
441135,,,,,,,,,,,,,,,,,,,0,239,0,577,0,78,0,0,0,260,0,0,0,0,0,0,0,0,,,,
441256,,,,,,,,,,,,,,,,,,,,10357,9923,98239,2784,11770,,,,18556,,,,,359,46143,0,1131,,,,
441359,,,,,,,,,,,,,,,,,,,0,891,6800,20769,705,960,0,0,0,4101,0,0,0,0,0,8017,0,0,,,,
441470,,,,,,,,,,,,,,,,,,,0,14,0,145,0,45,0,0,0,86,0,0,0,0,0,0,0,0,,,,
441630,,,,,,,,,,,,,,,,,,,0,108,0,1144,0,132,0,0,0,904,0,0,0,0,0,0,0,0,,,,
442011,,,,,,,,,,,,,,,,,,,0,1571,0,24252,0,14911,13516,0,0,1774,0,0,0,0,0,5996,0,0,Prepaid Pension,,,
442057,,,,,,,,,,,,,,,,,,,0,375,0,1819,0,92,0,0,0,1352,0,0,0,0,0,0,0,0,,,,
442244,,,,,,,,,,,,,,,,,,,0,1132,3299,17523,188,188,0,0,0,3871,0,0,0,0,0,9033,0,0,INCOME TAXES RECEIVABLE,,,
442655,,,,,,,,,,,,,,,,,,,0,239,0,641,0,33,0,0,0,369,0,0,0,0,0,0,0,0,,,,
443148,,,,,,,,,,,,,,,,,,,0,4302,0,15240,422,1343,834,0,0,2732,0,0,0,0,0,6139,0,724,FHLB Lender Risk Account,,,
443205,,,,,,,,,,,,,,,,,,,0,6499,32291,210858,40273,91931,0,0,0,8953,51114,0,0,0,0,58353,0,12831,,,,
443353,,,,,,,,,,,,,,,,,,,0,1784,0,17067,0,3560,2059,0,0,4456,0,0,0,0,0,6024,0,1243,Due from Broker,,,
443625,,,,,,,,,,,,,,,,,,,0,317,743,6152,31,31,0,0,0,445,0,0,0,0,0,4616,0,0,,,,
443634,,,,,,,,,,,,,,,,,,,0,613,0,6082,126,238,0,0,0,1339,0,0,0,0,0,3892,0,0,,,,
444350,,,,,,,,,,,,,,,,,,,0,0,1100,11542,256,367,111,0,0,2942,0,0,0,0,0,7133,0,0,Miscellanous Assets,,,
444556,,,,,,,,,,,,,,,,,,,0,1326,0,24103,1055,3822,388,2343,0,7464,0,0,36,0,0,11491,0,0,Annunity,Fiserv Reserve,,
444677,,,,,,,,,,,,,,,,,,,0,32,0,1094,51,103,0,0,0,63,0,0,0,0,0,103,0,793,,,,
445674,,,,,,,,,,,,,,,,,,,0,428,589,2967,0,824,0,0,0,352,0,0,0,0,0,774,0,0,,,,
445955,,,,,,,,,,,,,,,,,,,0,2219,0,17721,1707,2622,2,346,0,3754,0,0,0,0,0,9126,0,0,0,IENC Loan Fees,,
446130,,,,,,,,,,,,,,,,,,,,1003,6694,13923,,247,,,,1571,,,,,0,3369,111,928,,,,
446149,,,,,,,,,,,,,,,,,,,60,536,0,3279,67,265,0,0,0,1023,0,0,0,0,0,1455,0,0,,,,
446176,,,,,,,,,,,,,,,,,,,,747,1669,3408,205,535,125,204,,457,,,,,0,0,0,0,Welcome home funds,LRA Receivable,,
446877,,,,,,,,,,,,,,,,,,,0,1363,1814,8670,0,4057,0,0,0,1436,1385,0,0,0,0,0,0,0,,,,
447070,,,,,,,,,,,,,,,,,,,0,1166,5248,27399,463,1470,540,467,0,1252,0,0,0,0,0,18263,0,0,miscellaneous assets,rejects,,
447100,,,,,,,,,,,,,,,,,,,,11777,15049,80652,1168,12470,266,5317,,5087,4258,,,,0,36269,0,0,Accrued Taxes,Accrued Pension,,
447557,,,,,,,,,,,,,,,,,,,0,3544,0,6664,226,851,0,0,0,2269,0,0,430,0,0,0,0,0,,,,
448040,,,,,,,,,,,,,,,,,,,0,3586,3021,32158,1225,10932,0,0,0,3592,1879,0,0,0,0,11027,0,0,Right to use asset - Operating Lease,,,
448554,,,,,,,,,,,,,,,,,,,0,1529,3035,18747,377,658,0,0,0,2281,0,281,0,0,0,9842,0,1402,,,,
449038,,322,1,340,,0,,,,17,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
449430,,,,,,,,,,,,,,,,,,,0,667,227,8651,246,348,0,0,0,1986,0,0,0,0,0,5423,0,0,,,,
449832,,,,,,,,,,,,,,,,,,,,475,1498,13246,1604,2060,,,,1626,,,,,0,7587,0,0,,,,
449935,,,,,,,,,,,,,,,,,,,0,0,130,8223,0,7906,0,0,0,187,0,0,6728,0,0,0,0,0,,,,
450632,,,,,,,,,,,,,,,,,,,0,1803,3093,12060,551,1083,0,0,0,1958,0,0,0,0,0,4123,0,0,,,,
450669,,,,,,,,,,,,,,,,,,,0,596,0,3794,12,42,30,0,0,754,0,0,0,0,0,2402,0,0,SEC Prin Rec,,,
450753,,,,,,,,,,,,,,,,,,,,2236,0,22729,227,387,81,1,,4523,,,72,,0,12545,0,3038,Income Tax Receivable,IntraFi - Outgoing Rate Bridge,,
450856,,,,,,,,,,,,,,,,,,,,38926,0,279624,,194032,54586,,,46666,63212,,,,0,0,0,0,TRUST RECEIVABLE,,,
450959,,,,,,,,,,,,,,,,,,,0,8034,0,32882,958,1509,0,0,0,3295,0,0,0,0,0,18129,0,1915,,,,
451068,,,,,,,,,,,,,,,,,,,0,501,0,4830,975,1728,0,0,0,2601,0,0,0,0,0,0,0,0,,,,
451246,,,,,,,,,,,,,,,,,,,0,752,0,8018,515,727,0,0,0,1027,0,0,0,0,0,4806,0,706,,,,
451273,,,,,,,,,,,,,,,,,,,,4740,0,14870,,8722,,,,1408,,,31,,0,0,0,0,,,,
451965,0,4149000,148000,52334000,0,23722000,0,0,0,5937000,0,0,7436000,0,0,5545000,12170000,663000,,4149000,,,,,,,,,,,,,,,,,,,,
452159,,,,,,,,,,,,,,,,,,,0,499,277,4683,0,1747,0,0,0,2160,0,0,294,0,0,0,0,0,,,,
452739,,,,,,,,,,,,,,,,,,,26,210,1132,6058,179,402,196,0,0,818,0,0,0,0,0,3496,0,0,Prepaid IT Main Contracts,,,
452841,,,,,,,,,,,,,,,,,,,0,810,1984,5646,0,272,0,0,0,1369,0,0,0,0,0,1211,0,0,,,,
453147,,,,,,,,,,,,,,,,,,,0,287,0,776,0,73,0,0,0,416,0,0,0,0,0,0,0,0,,,,
453446,,,,,,,,,,,,,,,,,,,0,1632,7305,19310,524,717,0,0,0,1753,0,0,0,0,0,6732,0,1171,,,,
454546,,,,,,,,,,,,,,,,,,,0,1489,0,7250,445,1888,583,0,0,2527,0,0,818,0,0,1346,0,0,Federal Home Loan Band of Indianapolis Lender Risk Account,,,
454658,,,,,,,,,,,,,,,,,,,0,528,7205,17822,465,653,0,0,0,1973,0,0,0,0,0,7463,0,0,,,,
454676,,,,,,,,,,,,,,,,,,,0,7490,3437,51923,1643,13362,9375,1898,0,9343,0,0,0,0,0,0,18291,0,Due From Broker,Other Foreclosed Assets,,
454975,,,,,,,,,,,,,,,,,,,0,1295,530,7326,0,2,0,0,0,575,0,0,0,0,0,4924,0,0,,,,
455150,,,,,,,,,,,,,,,,,,,,1104,0,10648,,254,188,,,2246,,,,,0,3232,3812,0,EFT Deposit,,,
455253,,,,,,,,,,,,,,,,,,,,521,1924,4950,327,1035,,,,1470,,625,,,0,0,0,0,,,,
455459,,,,,,,,,,,,,,,,,,,0,83,0,3924,302,426,0,0,0,1481,0,0,0,0,0,1934,0,0,,,,
455552,,,,,,,,,,,,,,,,,,,0,3598,12343,70049,0,26210,0,0,0,8308,25644,0,0,0,0,9650,0,9940,,,,
455945,,,,,,,,,,,,,,,,,,,0,853,0,2717,0,227,0,0,0,1637,0,0,0,0,0,0,0,0,,,,
455972,,,,,,,,,,,,,,,,,,,,1467,6405,22999,2038,5138,,,,9989,85,288,,,0,0,0,0,,,,
456045,,,,,,,,,,,,,,,,,,,,218704,187183,817375,28817,72549,,,,120976,,277,5699,,0,178343,2383,37237,,,,
456054,,,,,,,,,,,,,,,,,,,0,475,950,7582,0,346,0,0,0,2207,0,0,0,0,0,3604,0,0,,,,
456344,,,,,,,,,,,,,,,,,,,0,22,192,366,0,10,0,0,0,142,0,0,0,0,0,0,0,0,,,,
456755,,,,,,,,,,,,,,,,,,,,869,0,12276,625,697,,,,3102,,,,,0,7608,0,0,,,,
457060,,,,,,,,,,,,,,,,,,,241,945,739,3317,196,861,191,0,0,772,0,0,0,0,0,0,0,0,Real Estate Cleari;ng,,,
457220,,,,,,,,,,,,,,,,,,,0,259,0,1588,260,260,0,0,0,1069,0,0,0,0,0,0,0,0,,,,
457426,,,,,,,,,,,,,,,,,,,0,369,0,2907,281,693,247,0,0,1845,0,0,0,0,0,0,0,0,FISERV RESERVE - ATM/DEBIT CARDS,,,
457752,,,,,,,,,,,,,,,,,,,0,2958,0,6498,543,882,0,0,0,2315,0,0,321,0,0,343,0,0,,,,
458142,,,,,,,,,,,,,,,,,,,0,366,1651,9836,153,546,273,0,0,3001,0,0,0,0,0,4272,0,0,Unposted DDA Items,,,
458544,,,,,,,,,,,,,,,,,,,0,3345,1933,24416,780,2611,0,0,0,5700,0,0,0,0,0,10827,0,0,,,,
458665,,,,,,,,,,,,,,,,,,,0,767,986,7493,58,1255,0,0,0,2301,0,0,0,0,0,2184,0,0,,,,
458946,,,,,,,,,,,,,,,,,,,0,496,0,4001,80,80,0,0,0,835,0,0,0,0,0,2590,0,0,,,,
459130,,,,,,,,,,,,,,,,,,,0,1245,5011,24876,502,795,0,0,0,1593,0,0,0,0,0,16232,0,0,,,,
459372,,,,,,,,,,,,,,,,,,,0,275,2860,32187,0,13702,12580,0,0,1735,0,0,0,0,0,10947,0,2668,SUPPLEMENTAL DEFERRED COMPENSATION ASSET,,,
459644,,,,,,,,,,,,,,,,,,,0,138,0,4040,108,118,0,0,0,646,0,0,0,0,0,2195,0,943,,,,
459671,,,,,,,,,,,,,,,,,,,,12918,12073,65794,2311,3225,,,,10328,,,,,0,27250,0,0,,,,
460033,,,,,,,,,,,,,,,,,,,,3087,25473,120155,5795,11520,,,,17875,,,,,0,62200,0,0,,,,
460275,,,,,,,,,,,,,,,,,,,0,464,228,967,85,85,0,0,0,190,0,0,0,0,0,0,0,0,,,,
460332,,,,,,,,,,,,,,,,,,,0,669,0,2271,0,208,172,0,0,1394,0,0,0,0,0,0,0,0,ATM Debit Card Settlement Deposit,,,
460350,,,,,,,,,,,,,,,,,,,,443,0,2877,82,190,,,,676,,108,,,0,1568,0,0,,,,
460556,,,,,,,,,,,,,,,,,,,0,344,0,826,64,64,0,0,0,418,0,0,0,0,0,0,0,0,,,,
460770,,,,,,,,,,,,,,,,,,,0,1091,233,2746,148,154,0,0,0,1268,0,0,0,0,0,0,0,0,,,,
461058,,,,,,,,,,,,,,,,,,,2,961,0,6500,231,881,647,0,0,1049,0,0,0,0,0,2638,0,971,Annuities to fund deferred compensation plans,,,
463605,,,,,,,,,,,,,,,,,,,0,324,1855,12076,784,1257,0,0,0,1398,0,33,414,0,0,7242,0,0,,,,
463650,,,,,,,,,,,,,,,,,,,0,8314,3166,34360,2658,6372,2806,0,0,14280,0,0,0,0,0,2228,0,0,RIGHT OF USE ASSET,,,
463735,,,,,,,,,,,,,,,,,,,,183717,160780,1805639,,547074,248489,145081,,154394,,,,,0,591858,133768,34048,Funded Pension Assets,Derivative Collateral & Time Deposit securing LC's,,
464853,,,,,,,,,,,,,,,,,,,0,130,0,1118,0,46,0,0,0,309,0,0,0,0,0,633,0,0,,,,
465038,,,,,,,,,,,,,,,,,,,0,3159,2100,6735,131,207,0,0,0,1269,0,0,0,0,0,0,0,0,Total Sundry Accounts Receivables,,,
465243,,,,,,,,,,,,,,,,,,,0,1337,0,3305,274,420,0,0,0,1386,0,111,0,0,0,162,0,0,,,,
465524,,,,,,,,,,,,,,,,,,,0,350,40,1615,258,258,0,0,0,967,0,0,0,0,0,0,0,0,,,,
465618,,,,,,,,,,,,,,,,,,,0,995,7658,41181,734,1309,0,0,0,4427,0,0,0,0,0,20933,0,5859,Securities P&I Recievable,,,
465672,,,,,,,,,,,,,,,,,,,0,876,1008,8505,268,462,0,0,0,571,0,0,0,0,0,5588,0,0,,,,
466044,,,,,,,,,,,,,,,,,,,,863,1598,7272,,2185,,,,2626,,,,,0,0,0,0,,,,
466240,,,,,,,,,,,,,,,,,,,0,5005,0,51692,0,18095,10821,0,0,7043,0,0,0,0,0,16856,1151,3542,SBIC Investments,,,
466754,,,,,,,,,,,,,,,,,,,0,3968,3854,21289,724,2737,1734,0,0,4163,0,0,0,0,0,3267,0,3300,Gold Bullion,,,
466932,,,,,,,,,,,,,,,,,,,0,610,508,6374,144,184,0,0,0,867,0,0,0,0,0,3136,0,1069,,,,
467144,,,,,,,,,,,,,,,,,,,0,726,660,2435,0,74,0,0,0,231,0,0,0,0,0,744,0,0,,,,
467470,,,,,,,,,,,,,,,,,,,0,911,1038,2901,160,227,0,0,0,725,0,0,0,0,0,0,0,0,,,,
467658,,,,,,,,,,,,,,,,,,,14,863,3007,37041,864,4216,3096,0,0,4946,0,0,0,0,0,13300,0,10709,RTO Storage Buildings,,,
467733,,,,,,,,,,,,,,,,,,,0,156,750,16781,322,453,0,0,0,847,0,0,0,0,0,12291,0,2284,Tax Rec,,,
468673,,,,,,,,,,,,,,,,,,,0,2486,719,12325,273,626,0,353,0,1653,0,0,0,0,0,6841,0,0,,Other Assets,,
468806,,,,,,,,,,,,,,,,,,,0,15751,11490,71479,6202,10245,0,0,0,15163,0,1,0,0,0,10544,0,8286,Software,,,
469250,,,,,,,,,,,,,,,,,,,0,108,20,250,5,5,0,0,0,117,0,0,0,0,0,0,0,0,,,,
469559,,,,,,,,,,,,,,,,,,,0,1385,0,5954,555,670,109,0,0,3899,0,0,0,0,0,0,0,0,FISERV EFT Deposit,,,
469737,,,,,,,,,,,,,,,,,,,0,282,0,3144,339,383,0,0,0,1625,0,0,0,0,0,854,0,0,,,,
470032,,,,,,,,,,,,,,,,,,,0,391,529,7433,800,882,64,0,0,960,0,6,4,0,0,2152,0,2519,ADVANCE FOR CREDIT CARD CLEARING,,,
470050,,,,,,,,,,,,,,,,,,,,53017,120780,296817,8987,27733,,,,61440,,8424,,,0,33847,0,0,,,,
470434,,,,,,,,,,,,,,,,,,,0,0,702,1778,0,895,0,0,0,181,0,0,0,0,0,0,0,0,,,,
470452,,,,,,,,,,,,,,,,,,,92,1452,1344,60927,1820,38771,638,3366,,17449,,497,122,,0,1911,0,0,Unposted Debits,Clearing Fund Deposit,,
471057,,,,,,,,,,,,,,,,,,,,157,651,1943,,2,,,,459,,,,,0,674,0,0,,,,
472018,,,,,,,,,,,,,,,,,,,0,165,2848,4165,217,662,0,0,0,490,0,87,0,0,0,0,0,0,,,,
472045,,,,,,,,,,,,,,,,,,,0,81,0,1030,0,11,0,0,0,938,0,0,0,0,0,0,0,0,,,,
472148,,,,,,,,,,,,,,,,,,,0,44,0,1590,0,42,0,0,0,322,0,0,0,0,0,1182,0,0,,,,
472250,,,,,,,,,,,,,,,,,,,,0,0,149,,16,,,,133,,,,,0,0,0,0,,,,
472531,,,,,,,,,,,,,,,,,,,0,0,35,944,71,413,0,0,0,496,0,0,0,0,0,0,0,0,,,,
472616,,,,,,,,,,,,,,,,,,,,1485,1009,29574,,18244,10055,6831,,1872,,,,,0,6964,0,0,Pension Plan Funded Status,Deferred Compensation Assets,,
472951,,,,,,,,,,,,,,,,,,,0,127,52,1065,150,157,0,0,0,729,0,0,0,0,0,0,0,0,,,,
472979,,,,,,,,,,,,,,,,,,,0,749,3410,17845,0,64,0,0,0,2117,0,0,0,0,0,11505,0,0,,,,
473042,,,,,,,,,,,,,,,,,,,0,3235,11233,29027,1770,3611,0,0,0,8633,0,110,0,0,0,1175,0,1140,Negative Escrow,,,
473257,,,,,,,,,,,,,,,,,,,0,115,2110,3582,0,330,150,0,0,1027,0,0,0,0,0,0,0,0,FINE ARTS/COLLECTIBLES,,,
473266,,,,,,,,,,,,,,,,,,,0,19506,0,60970,2965,9987,2981,0,0,12612,0,0,0,0,0,18865,0,0,Discount on Borrowing,,,
473501,,,,,,,,,,,,,,,,,,,,35010,99260,539125,18162,108323,28908,,,51742,,,,,0,204109,11822,28859,Federal Tax Expense Credit Accrual,,,
473930,,,,,,,,,,,,,,,,,,,0,1009,2667,7451,746,902,0,0,0,2873,0,0,0,0,0,0,0,0,,,,
474058,,,,,,,,,,,,,,,,,,,0,1802,0,11531,132,542,235,0,0,1368,0,0,0,0,0,5311,0,2508,Suspense,,,
474245,,,,,,,,,,,,,,,,,,,0,0,0,637,140,180,0,0,0,457,0,0,0,0,0,0,0,0,,,,
474254,,,,,,,,,,,,,,,,,,,,19015,0,225001,,41251,,,,28703,10740,,,,0,87195,0,48837,,,,
474357,,,,,,,,,,,,,,,,,,,0,629,288,5231,119,665,546,0,0,735,0,0,0,0,0,2914,0,0,COMMUNITY DEVELOPMENT INVESTMENT,,,
474450,,,,,,,,,,,,,,,,,,,0,645,102,5408,325,375,0,0,0,4286,0,0,0,0,0,0,0,0,,,,
474544,,,,,,,,,,,,,,,,,,,0,275,0,1104,87,87,0,0,0,742,0,0,0,0,0,0,0,0,,,,
474656,,,,,,,,,,,,,,,,,,,0,104,146,2264,150,256,0,0,0,518,0,0,86,0,0,1240,0,0,,,,
474759,,,,,,,,,,,,,,,,,,,,31351,32184,305104,,123627,,,,37884,40680,,,,0,80058,0,0,,,,
474919,,,,,,,,,,,,,,,,,,,,154620,127531,1058062,54362,185470,,,,121130,,,,,0,464189,0,5122,,,,
475345,,,,,,,,,,,,,,,,,,,0,935,2547,14048,859,903,0,0,0,1348,0,0,0,0,0,4989,0,3326,,,,
475354,,,,,,,,,,,,,,,,,,,0,2775,0,18535,1203,1620,0,0,0,2844,0,0,0,0,0,9720,0,1576,Income Tax Payable,,,
475653,,,,,,,,,,,,,,,,,,,0,3612,2317,11247,743,902,0,0,0,2521,0,0,0,0,0,652,0,1243,,,,
475756,,,,,,,,,,,,,,,,,,,0,1297,0,4454,452,637,0,0,0,2520,0,0,0,0,0,0,0,0,,,,
476445,,,,,,,,,,,,,,,,,,,0,620,590,3946,0,1589,321,961,0,1147,0,0,0,0,0,0,0,0,FIT Credit TJB-REA TCF LLC,Investment in TJB-REA TCF,,
476472,,,,,,,,,,,,,,,,,,,0,627,1141,6309,0,2751,0,0,0,874,0,0,0,0,0,916,0,0,Loan Clearing,,,
476539,,,,,,,,,,,,,,,,,,,0,1443,5443,11022,0,2656,1744,0,0,1480,0,0,0,0,0,0,0,0,PENSION BENEFIT COST,,,
476810,,5694000,17414000,97669000,,63375000,27707000,,,5864000,,,,,0,44000,5278000,0,,5367000,,,,,,,,,,,,,,,,,Brokerage Receivable,,,
477303,,,,,,,,,,,,,,,,,,,0,5474,7096,31151,1468,4997,0,0,0,2122,0,0,0,0,0,11462,0,0,,,,
477321,,,,,,,,,,,,,,,,,,,0,2186,8488,25927,820,1242,0,0,0,3511,0,0,0,0,0,9243,0,1257,,,,
477349,,,,,,,,,,,,,,,,,,,,3160,0,10855,173,566,383,,,2452,,,,,0,4677,0,0,Misc Student Loan Fee Receivable,,,
477648,,,,,,,,,,,,,,,,,,,0,105,27,5848,0,478,0,0,0,4060,0,0,0,0,0,1178,0,0,0,0,,
477844,,,,,,,,,,,,,,,,,,,0,1239,108,7256,232,239,0,0,0,3034,0,0,0,0,0,2636,0,0,,,,
478140,,,,,,,,,,,,,,,,,,,0,316,1828,3881,334,853,0,0,0,884,0,0,0,0,0,0,0,0,,,,
478195,,,,,,,,,,,,,,,,,,,0,2001,318,11472,1313,1490,0,0,0,7663,0,0,0,0,0,0,0,0,,,,
478533,,,,,,,,,,,,,,,,,,,,155,1369,3824,,132,,,,1001,,,,,0,1167,0,0,,,,
479071,,,,,,,,,,,,,,,,,,,0,135,0,7744,442,506,0,0,0,2022,0,0,0,0,0,4056,0,1025,,,,
479268,,,,,,,,,,,,,,,,,,,,15000,36423,135022,3025,3197,,,,13181,,,,,0,49760,17461,0,,,,
479370,,,,,,,,,,,,,,,,,,,0,2833,1203,12932,647,775,0,0,0,1940,0,0,0,0,0,4599,0,1582,Compensation Plan Directors,,,
479446,,,,,,,,,,,,,,,,,,,0,2543,2418,14518,313,333,0,0,0,1271,0,0,0,0,0,7953,0,0,,,,
479567,,,,,,,,,,,,,,,,,,,0,156,0,2183,43,43,0,0,0,396,0,0,0,0,0,1588,0,0,,,,
479754,,,,,,,,,,,,,,,,,,,0,411,0,5475,0,383,0,0,0,2170,0,0,0,0,0,1967,0,544,,,,
479839,,,,,,,,,,,,,,,,,,,0,11724,1137,29475,1013,3127,1627,0,0,4477,0,0,0,0,0,6421,0,2589,TSB Other Owned Assets,,,
480059,,,,,,,,,,,,,,,,,,,,187,0,889,254,254,,,,448,,,,,0,0,0,0,,,,
480228,0,6664000,1597000,84517000,0,43489000,0,0,0,8495000,0,0,0,0,0,3178000,21094000,0,,6628000,,,,,,,,,,,,,,,,,,,,
480246,,,,,,,,,,,,,,,,,,,0,157,615,1232,0,40,0,0,0,420,0,0,0,0,0,0,0,0,,,,
480330,,,,,,,,,,,,,,,,,,,,223,48,405,29,36,,,,98,,,,,0,0,0,0,Misc Deposit,,,
480433,,,,,,,,,,,,,,,,,,,0,1327,2474,5808,470,516,0,0,0,1491,0,0,1,0,0,0,0,0,,,,
480723,,,,,,,,,,,,,,,,,,,,3626,0,14343,215,3906,2699,588,,2060,127,,,,0,3521,0,1230,FHLB LRA,Prepaid Investor Funds,,
480853,,,,,,,,,,,,,,,,,,,708,179,1727,6020,144,948,0,0,0,898,0,0,0,0,0,0,2268,0,,,,
481159,,,,,,,,,,,,,,,,,,,0,188,0,10118,338,773,353,0,0,1854,0,0,0,0,0,7303,0,0,Construction in progress,,,
481177,,,,,,,,,,,,,,,,,,,,9647,7294,76101,,13211,4707,,,7123,,,,,0,34084,423,4319,LOW INCOME HOUSING TAX CREDIT INVESTMENT,,,
481430,,,,,,,,,,,,,,,,,,,0,645,4561,22496,332,2809,2410,0,0,1087,0,0,0,0,0,13394,0,0,Right of Use Asset,,,
481579,,,,,,,,,,,,,,,,,,,,1500,0,5874,300,1114,,,,1653,,,546,,0,553,0,1054,,,,
481627,,,,,,,,,,,,,,,,,,,0,4731,2959,22913,742,1024,0,0,0,2436,0,0,0,0,0,11763,0,0,,,,
481748,,,,,,,,,,,,,,,,,,,0,0,260,841,0,331,240,0,0,250,0,0,0,0,0,0,0,0,Accrued Int Recievable - Other Securities,,,
481944,,,,,,,,,,,,,,,,,,,0,365,745,9600,233,270,0,0,0,1032,0,0,0,0,0,7188,0,0,,,,
482053,,,,,,,,,,,,,,,,,,,0,1696,0,19102,1340,9191,0,0,0,8215,6805,318,177,0,0,0,0,0,,,,
482156,,,,,,,,,,,,,,,,,,,0,16803,1248,48427,0,1449,568,471,0,7742,0,0,0,0,0,21185,0,0,Security Payments Receivable,State Income Tax Credits,,
482370,,,,,,,,,,,,,,,,,,,,135,309,802,20,27,5,2,,286,,,,,0,0,45,0,Debit Card Settlements,ACH in Process,,
482446,,,,,,,,,,,,,,,,,,,0,147,2548,7946,123,251,0,0,0,790,0,0,0,0,0,4210,0,0,,,,
483274,,,,,,,,,,,,,,,,,,,0,5211,599,8516,290,732,0,0,0,1974,0,0,441,0,0,0,0,0,,,,
483537,,,,,,,,,,,,,,,,,,,0,109,1096,2028,364,436,0,0,0,387,0,0,0,0,0,0,0,0,,,,
483751,,,,,,,,,,,,,,,,,,,0,994,2104,16750,514,1451,0,0,0,3750,0,435,0,0,0,8451,0,0,,,,
484057,,,,,,,,,,,,,,,,,,,0,0,0,4981,0,70,0,0,0,692,0,0,0,0,0,4219,0,0,,,,
484776,,,,,,,,,,,,,,,,,,,0,4348,0,7282,228,469,0,0,0,1129,0,0,227,0,0,1336,0,0,,,,
485054,,,,,,,,,,,,,,,,,,,0,565,0,1981,0,97,0,0,0,957,0,0,0,0,0,362,0,0,Health Insurance,,,
485139,,,,,,,,,,,,,,,,,,,,1135,0,4218,116,224,,,,656,,,,,0,2061,0,142,,,,
485214,,,,,,,,,,,,,,,,,,,0,384,759,2573,131,628,0,0,0,802,0,497,0,0,0,0,0,0,,,,
485456,,,,,,,,,,,,,,,,,,,0,395,2661,12571,439,1085,341,0,0,1385,0,0,0,0,0,3651,0,3394,Unposted Deposit Debits,,,
485559,,,,,,,,,,,,,,,,,,,,358211,254735,3324181,,1554055,668378,,,345222,461900,,,,0,643611,118531,49816,Tax Credit Investments,,,
487142,,,,,,,,,,,,,,,,,,,0,81,513,5662,51,51,0,0,0,698,0,0,0,0,0,4319,0,0,,,,
487357,,,,,,,,,,,,,,,,,,,,1674,0,11310,858,1718,,,,4043,,210,244,,0,3875,0,0,0,,,
488318,0,0,0,20602,18463,20500,0,0,0,102,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
488420,,,,,,,,,,,,,,,,,,,0,146,2154,3025,0,84,0,0,0,641,0,0,0,0,0,0,0,0,,,,
488653,,,,,,,,,,,,,,,,,,,0,885,0,17835,0,9028,8747,0,0,1285,0,0,0,0,0,6637,0,0,TITLE PLANT,,,
488756,,,,,,,,,,,,,,,,,,,0,2415,0,6088,212,394,0,109,0,2004,0,0,0,0,0,1275,0,0,,country road realty,,
489155,,,,,,,,,,,,,,,,,,,0,25,0,516,41,45,0,0,0,446,0,0,0,0,0,0,0,0,,,,
489249,,,,,,,,,,,,,,,,,,,0,127,430,1125,138,138,0,0,0,430,0,0,0,0,0,0,0,0,0,,,
489548,,,,,,,,,,,,,,,,,,,56,2190,0,22236,396,1097,0,0,0,6126,0,13,0,0,0,12823,0,0,,,,
489623,,,,,,,,,,,,,,,,,,,1001,62947,18522,602374,170070,250578,,68426,,39023,1323,3807,,,0,220957,0,10347,,Low Income Housing Investments,,
490179,,,,,,,,,,,,,,,,,,,,477,0,2369,,1832,,,,60,,,,,0,0,0,0,,,,
490348,,,,,,,,,,,,,,,,,,,0,901,93,3075,432,545,0,0,0,1536,0,0,0,0,0,0,0,0,,,,
490450,,,,,,,,,,,,,,,,,,,0,5906,7842,44418,2194,2870,0,0,0,6424,0,0,0,0,0,21376,0,0,,,,
490843,,,,,,,,,,,,,,,,,,,0,1294,0,8998,224,425,0,113,0,2129,0,0,0,0,0,5150,0,0,,OTHER ASSETS,,
490955,,,,,,,,,,,,,,,,,,,0,0,5,91,0,64,0,0,0,22,0,0,0,0,0,0,0,0,,,,
491224,0,121000,0,13303000,0,12147000,8949000,0,0,856000,0,0,0,0,0,68000,57000,54000,,121000,,,,,,,,,,,,,,,,,Operating Leases,,,
