IDRSSD,RCFD0211,RCFD0213,RCFD0416,RCFD1286,RCFD1287,RCFD1737,RCFD1738,RCFD1739,RCFD1741,RCFD1742,RCFD1743,RCFD1744,RCFD1746,RCFD1754,RCFD1771,RCFD1772,RCFD1773,RCFD1778,RCFD8496,RCFD8497,RCFD8498,RCFD8499,RCFD8782,RCFD8783,RCFDA248,RCFDA549,RCFDA550,RCFDA551,RCFDA552,RCFDA553,RCFDA554,RCFDA555,RCFDA556,RCFDA557,RCFDA558,RCFDA559,RCFDA560,RCFDA561,RCFDA562,RCFDB838,RCFDB839,RCFDB840,RCFDB841,RCFDB842,RCFDB843,RCFDB844,RCFDB845,RCFDB846,RCFDB847,RCFDB848,RCFDB849,RCFDB850,RCFDB851,RCFDB852,RCFDB853,RCFDB854,RCFDB855,RCFDB856,RCFDB857,RCFDB858,RCFDB859,RCFDB860,RCFDB861,RCFDC026,RCFDC027,RCFDC988,RCFDC989,RCFDG300,RCFDG301,RCFDG302,RCFDG303,RCFDG304,RCFDG305,RCFDG306,RCFDG307,RCFDG308,RCFDG309,RCFDG310,RCFDG311,RCFDG312,RCFDG313,RCFDG314,RCFDG315,RCFDG316,RCFDG317,RCFDG318,RCFDG319,RCFDG320,RCFDG321,RCFDG322,RCFDG323,RCFDG348,RCFDG349,RCFDG350,RCFDG351,RCFDG352,RCFDG353,RCFDG354,RCFDG355,RCFDG356,RCFDG357,RCFDG358,RCFDG359,RCFDG360,RCFDG361,RCFDG362,RCFDG363,RCFDG364,RCFDG365,RCFDG366,RCFDG367,RCFDG368,RCFDG369,RCFDG370,RCFDG371,RCFDG372,RCFDG373,RCFDG374,RCFDG375,RCFDHT50,RCFDHT51,RCFDHT52,RCFDHT53,RCFDHT58,RCFDHT59,RCFDHT60,RCFDHT61,RCFDK142,RCFDK143,RCFDK144,RCFDK145,RCFDK146,RCFDK147,RCFDK148,RCFDK149,RCFDK150,RCFDK151,RCFDK152,RCFDK153,RCFDK154,RCFDK155,RCFDK156,RCFDK157,RCFDMG95,RCON0211,RCON0213,RCON0416,RCON1286,RCON1287,RCON1737,RCON1738,RCON1739,RCON1741,RCON1742,RCON1743,RCON1744,RCON1746,RCON1754,RCON1771,RCON1772,RCON1773,RCON1778,RCON8496,RCON8497,RCON8498,RCON8499,RCON8782,RCON8783,RCONA248,RCONA549,RCONA550,RCONA551,RCONA552,RCONA553,RCONA554,RCONA555,RCONA556,RCONA557,RCONA558,RCONA559,RCONA560,RCONA561,RCONA562,RCONB838,RCONB839,RCONB840,RCONB841,RCONB842,RCONB843,RCONB844,RCONB845,RCONB846,RCONB847,RCONB848,RCONB849,RCONB850,RCONB851,RCONB852,RCONB853,RCONB854,RCONB855,RCONB856,RCONB857,RCONB858,RCONB859,RCONB860,RCONB861,RCONC026,RCONC027,RCONC988,RCONC989,RCONG300,RCONG301,RCONG302,RCONG303,RCONG304,RCONG305,RCONG306,RCONG307,RCONG308,RCONG309,RCONG310,RCONG311,RCONG312,RCONG313,RCONG314,RCONG315,RCONG316,RCONG317,RCONG318,RCONG319,RCONG320,RCONG321,RCONG322,RCONG323,RCONG348,RCONG349,RCONG350,RCONG351,RCONG352,
501655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21950,0,0,0,0,0,0,0,0,0,0,0,0,29546,25962,0,0,0,12492,11334,0,0,946,842,104,2730,3350,4297,939,0,0,102,134,4613,1895,985,5971,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7753,6744,0,0,0,0,0,0,5820,4858,0,0,0,0,0,0,0,0,,,,,,
501767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12702,0,0,0,0,0,0,0,0,0,0,0,0,35430,32292,0,0,0,30590,27839,2000,1876,0,988,0,1880,1605,7391,18838,0,19,0,0,707,592,0,270,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,1492,1300,0,0,371,270,0,0,0,0,0,0,0,0,,,,,,
501815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24972,0,0,0,0,13118,12471,0,0,0,0,0,0,47331,46048,0,0,0,22775,22192,0,0,6486,2184,7816,8912,4663,12644,1909,0,0,0,0,1860,878,0,5182,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2755,2738,0,0,0,0,0,0,4660,4669,0,0,0,0,0,0,0,0,,,,,,
502111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28418,25603,25493,0,0,0,0,0,0,0,0,0,0,28603,28418,0,0,0,0,0,0,0,16772,9931,6841,11646,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
502447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4406,0,0,0,0,0,0,0,0,0,0,0,0,28365,23948,0,0,0,15084,12965,1300,1260,1627,797,830,3064,704,17274,200,0,0,0,0,707,324,15,33,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,54,48,0,0,0,0,0,0,0,0,,,,,,
502559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22165,18990,18143,0,0,5520,5111,0,0,0,0,0,0,48187,44556,0,0,0,22032,19759,0,0,9368,4558,5368,15134,7048,8439,3923,0,86,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
502652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1987,1952,0,0,7019,6478,0,0,0,0,0,0,23924,20931,0,0,0,0,0,0,0,1952,1803,4826,849,0,5086,0,0,0,0,377,701,349,1876,5065,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,8355,6940,0,0,0,0,0,0,0,0,,,,,,
502746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,31302,24956,0,0,0,29388,23439,0,0,0,0,0,0,62,10219,13376,0,0,0,0,0,0,0,1299,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
502849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,245828,0,0,0,0,8056,8007,0,0,0,0,221576,234088,366896,311550,0,134577,146170,306796,253921,0,0,20233,9990,10235,16429,44310,221147,168182,255,477,0,26,26056,35430,589,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,619,589,0,0,0,0,0,0,0,0,,,,,,
503547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8578,9009,8212,0,0,0,0,0,0,0,0,0,0,10385,9527,0,0,0,1376,1315,0,0,1761,678,1083,3358,3137,1272,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
503640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,250,249,10161,8771,0,250,249,10161,8771,0,0,249,0,249,0,3572,5200,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
504142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7225,25980,24431,0,0,0,0,0,0,0,0,0,0,55631,52338,0,0,0,6928,6485,0,0,10638,2590,8048,22083,7884,3162,0,0,0,37,72,7970,492,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
504311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80485,65853,63111,0,0,0,0,0,0,0,0,0,0,115026,109683,0,0,0,8177,7795,0,0,38765,11914,26851,46158,23834,296,0,0,0,0,0,630,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
504535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42130,13206,11969,5250,4442,0,0,0,0,0,0,5250,4442,96883,89703,0,0,0,36765,32036,0,0,1521,335,1186,16031,16254,23211,178,29292,0,30,495,111,943,555,6333,,,,,,,,,,,,,,,,,,,,,,,,,0,6323,0,6981,,,,,,,,,0,0,0,0,0,0,7117,6887,0,0,0,0,0,0,0,0,,,,,,
504647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512,6145,1396,7429,7304,0,0,0,0,0,0,0,0,24241,22818,7429,7304,0,17729,16673,0,0,0,0,6646,1375,7247,14736,4102,4085,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
504713,1295864,1255981,21407060,23762196,22741044,0,0,0,0,163704,163810,245272,245012,81486282,69311416,86158718,79140430,0,0,0,10808183,9683681,0,0,1113225,1892456,1982221,5214138,8689871,30500263,5152632,43042,7238,103959,435734,5802574,89978720,1550251,9272933,0,0,0,0,0,0,0,0,0,0,4148884,4122728,0,0,0,0,0,0,0,0,0,0,0,0,0,4122728,0,4148884,18171697,16532815,11102625,10924460,59792232,49341863,8698273,7482827,0,0,51,51,363035,347093,10413924,9514647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446014,2459088,0,0,0,0,0,0,0,0,0,0,0,0,1222842,1204274,8140766,6811595,0,0,5777224,4686703,1222842,1204273,10586780,9270683,0,0,0,0,0,0,0,0,476908,465581,547985,461958,0,0,7153,6636,60168,1295863,,,,22741044,,,,,,,,,81322577,,,79140429,,0,,,9683681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,106641,0,0,0,0,14500,12482,0,0,0,0,0,0,179588,169951,0,0,0,12487,10410,0,0,11618,56541,3157,7660,10324,13986,0,0,0,0,0,0,4903,28799,44580,,,,,,,,,,,,,,,,,,,,,,,,,0,15871,0,15995,,,,,,,,,0,0,0,0,0,0,20854,20419,0,0,0,0,0,0,25967,23992,,,,,,
505916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4927,1262,1177,0,0,0,0,0,0,0,0,0,0,19034,17329,0,0,0,6485,6021,0,0,2122,498,1623,6661,5666,0,0,5,0,0,0,1289,1505,0,82,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,3290,2795,0,0,87,82,0,0,0,0,0,0,0,0,,,,,,
506922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,425037,84058,79990,0,0,0,0,0,0,0,0,226233,187389,1226970,1101846,0,0,0,310074,261896,0,0,76933,68944,66942,89252,8599,132292,100774,706,346,568,8735,345069,139854,69102,296896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31947,31892,0,0,0,0,0,0,0,0,0,31892,0,31947,0,0,12180,11831,98450,84155,426794,384997,0,0,0,0,107871,86355,273529,245278,0,0,0,0,0,0,0,0,0,0,0,0,0,
507068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,819941,12667,12669,0,0,6586,6128,0,0,0,0,0,0,1589204,1426973,0,0,0,248227,225147,111409,98166,89985,23597,68315,284383,254520,288616,6523,359,784,1262,2996,290803,130763,10048,64004,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1106,1072,0,0,488803,425899,0,0,0,0,0,0,75967,70397,0,0,0,0,0,0,0,0,,,,,,
507152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11949,12020,0,0,0,0,0,0,122414,119694,0,0,0,81899,79435,0,0,8559,29825,2258,8797,3809,32543,33925,0,0,0,0,4740,599,2427,771,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,2374,2306,0,0,0,0,0,0,0,0,,,,,,
507349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2667,3528,3370,0,0,0,0,0,0,0,0,0,0,31300,29282,0,0,0,16722,15815,500,482,3145,1838,2242,7173,3457,7877,866,0,0,0,0,1842,1181,210,2596,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,3305,3024,0,0,3245,2806,0,0,0,0,0,0,0,0,,,,,,
507509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59116,58935,106775,6912,6735,0,0,13019,11808,0,0,0,0,72984,72135,223360,204163,0,7890,7295,32960,30111,0,0,77846,43570,39125,46694,12234,27584,0,279,2,298,1650,26475,13492,2410,63344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,78,79,973,901,900,844,44031,40321,0,0,0,0,0,0,51028,43918,0,0,0,0,0,0,0,0,,,,,,
508270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,500,750,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
508346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91613,0,0,0,0,12545,11525,0,0,0,0,0,0,215053,184113,0,0,0,125943,102825,0,0,2038,0,6817,11465,11413,72677,39358,2063,175,298,893,12987,11926,2312,11729,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,14408,14041,0,0,0,0,0,0,0,0,,,,,,
508355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17563,13322,13299,0,0,0,0,0,0,0,0,0,0,38588,38212,0,0,0,4469,4432,0,0,20002,949,19053,10837,0,0,0,0,0,0,0,2717,4656,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
509811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,903778,346609,321062,0,0,0,0,0,0,0,0,0,0,1202822,1063458,0,0,0,293605,243895,0,0,108562,78424,108558,100422,162849,187326,40320,0,3862,7582,5535,71624,128552,25402,143002,,,,,,,,,,,,,,,,,,,,,,,,,0,16056,0,16159,0,0,62,61,0,0,257138,217094,0,0,0,0,0,0,166153,145419,0,0,0,0,0,0,0,0,,,,,,
509857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12662,0,0,0,0,998,987,0,0,0,0,0,0,23605,21879,0,0,0,17631,16326,0,0,2457,892,1703,4179,3526,7889,0,0,0,0,0,1382,1533,128,649,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,874,776,0,0,0,0,0,0,0,0,,,,,,
509950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,704547,39901,39872,0,0,6000,6000,0,0,0,0,0,0,1746880,1638155,0,0,0,528530,477662,0,0,115818,300464,18117,38993,145210,258000,172144,4273,6945,0,13171,41979,124265,319295,195301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118308,117720,0,0,0,0,0,0,6951,5925,0,123645,0,125259,0,0,17517,16799,0,0,189870,173833,0,0,0,0,0,0,201349,182814,0,0,0,0,0,0,330840,323192,0,0,0,0,0,
510330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,79156,996,982,0,0,3291,3105,0,0,0,0,0,0,126733,108864,0,0,0,56130,46388,3000,2655,2464,2050,1970,11134,3108,44406,7955,0,1003,0,753,14700,17829,1065,2893,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,4220,3485,0,0,0,0,0,0,0,0,,,,,,
510648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22915,26800,26782,0,0,0,0,0,0,0,0,0,0,70113,64622,0,0,0,8101,7152,1750,1574,30243,28826,2714,7408,6615,6776,751,0,0,932,0,2300,5471,1367,1462,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,3591,2829,0,0,0,0,0,0,0,0,,,,,,
510871,0,0,3380781,120271,117073,0,0,1000,1000,0,0,0,0,344435,333690,5595164,4957311,0,107450,111326,0,0,0,0,868648,237506,724764,1287239,225506,32093,0,895,838,6386,45936,1387219,891864,108666,351302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15047,14096,235329,206027,96713,91062,2391692,2015351,0,0,3084,1532,26855,25215,259830,205020,0,0,0,0,0,0,6681,4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364725,2235427,0,0,0,0,9352,9051,41558,36806,0,0,0,0,89018,82940,170994,134508,0,0,0,0,,0,,,,117073,,,,,,,,,344435,,,4957311,,107450,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,103965,12367,11531,0,0,0,0,0,0,0,0,225,221,145855,135197,0,225,221,86308,77400,0,0,7862,17617,5865,15052,15569,63667,0,0,4,103,115,851,2123,11935,2521,,,,,,,,,,,,,,,,,,,,,,,,,0,13931,0,14008,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12852,12791,,,,,,
510947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14686,0,0,0,0,0,0,0,0,0,0,0,0,22168,19686,0,0,0,8462,7413,0,0,985,0,985,474,736,5142,1617,0,0,0,30,1838,4508,545,3811,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,4894,4356,0,0,0,0,0,0,0,0,,,,,,
511832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12584,0,0,0,0,11744,10387,0,0,0,0,0,0,80509,75719,0,0,0,22605,20280,0,0,1261,3961,923,5614,3326,11122,11584,11405,9,908,0,607,316,1213,24731,,,,,,,,,,,,,,,,,,,,,,,,,0,1833,0,1793,,,,,,,,,0,0,0,0,0,0,1466,1458,0,0,0,0,0,0,24472,23741,,,,,,
513256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,129481,23774,20853,4500,3618,0,0,0,0,0,0,4500,3618,193782,178661,0,0,0,97814,88757,0,0,9583,1975,0,8592,16585,72871,28055,0,0,19,0,1692,2111,12100,39161,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4231,3822,0,0,0,0,0,0,11030,10042,0,0,0,0,0,0,27989,27833,,,,,,
513322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2012,0,0,0,0,0,0,0,0,0,0,6653,5696,7436,6519,0,6653,5696,0,0,1000,913,0,0,0,1123,1655,5625,0,0,0,112,95,2639,1923,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
