"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
765318																																																																																																																																		205138	2000	0	250	140062	16103	15913	190	0	0	0	0	0	0	13500	7512	0	0	4947	0	4947	0	0	0	0	0	0	13106	0	2598	186	5907	31026	15247	53201	103862	273	273	0	0	0	273	75	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7329	3665	0	0	0	3665	31026	15247	53201	109565	0	3049	26601	109565	139812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765354																																																																																																																																		139538	658	0	5	54607	20723	19143	1580	0	0	0	0	0	0	13312	56121	1078	1338	7350	0	7350	0	0	0	0	0	0	2651	0	0	0	2651	32455	65550	13501	33469	140	140	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	1000	1000	0	0	0	34564	65550	13501	33609	0	13110	6751	33609	54602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765505																																																																																																																																		1249468	9114																																																																																																														
765662																																																																																																																																		208230	721																																																																																																														
765877																																																																																																																																		102894	1024	0	150	69417	1480	635	845	0	0	0	0	0	0	996	12371	4001	0	2656	0	2656	0	0	0	0	0	0	7090	0	323	260	5800	1774	16195	43421	42835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1774	16195	43421	44095	0	3239	21711	44095	69267	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
766052																																																																																																																																		128429	824																																																																																																														
766164																																																																																																																																		5779722	39591	0	0	4982096	500663	465127	35537	0	0	0	0	0	0	4778	70880	0	267	0	0	0	0	0	0	0	0	0	681349	254	14067	541	381588	476588	129204	126044	4445754	11509	11509	0	0	0	11509	11775	5888	0	0	0	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438025	219013	0	0	0	219013	476588	129204	126044	4702498	0	25841	63022	4702498	4982096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	1000	0	0	
767152																																																																																																																																		53344	251																																																																																																														
767246																																																																																																																																		23826	187																																																																																																														
767255																																																																																																																																		245724	2030																																																																																																														
767554																																																																																																																																		162980	565																																																																																																														
767572																																																																																																																																		39835	290																																																																																																														
767611																																																																																																																																		180631	1337	0	377	82263	11412	10232	1180	0	940	0	940	0	0	13066	63717	0	5022	737	0	737	0	0	0	0	0	0	9625	0	246	0	9379	23642	66820	59076	39027	0	0	0	0	0	0	150	75	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23642	66820	59076	39361	0	13364	29538	39361	81886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767732																																																																																																																																		557150	4811	0	21	400431	44940	33080	11860	0	0	0	0	0	0	44970	41044	38434	3977	18906	0	18906	0	0	0	0	0	0	51179	0	420	0	40362	86519	72230	98554	308964	3955	3955	0	0	0	3955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20672	10336	0	0	0	10336	86519	72230	98554	331951	0	14446	49277	331951	400410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767974																																																																																																																																		2032600	19285	0	301	1647285	241849	221428	20421	0	0	0	0	0	0	1173	0	0	9982	0	0	0	0	0	0	0	0	0	91546	3730	6462	1336	79737	226331	51184	500509	1267054	3345	3345	0	0	0	3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200602	100301	0	0	0	100301	230777	51184	500509	1372756	0	10237	250255	1372756	1646984	3983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
768074																																																																																																																																		1447020	14796	0	2388	1037740	58985	45024	13961	0	2456	0	0	0	2456	38610	42333	18867	31500	0	0	0	0	0	0	0	0	0	89590	265	8986	2635	55108	86858	65280	592037	660750	372	372	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72613	36307	0	0	0	36306	95810	65280	592037	697816	0	13056	296019	697816	1035352	7980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
768458																																																																																																																																		237627	1120	0	0	108690	15972	4545	11427	0	0	0	0	0	0	51152	29771	0	3065	46348	0	46348	0	0	0	0	0	0	9703	199	474	0	9030	55896	88020	21651	78871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55896	88020	21651	80249	0	17604	10826	80249	108690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
768476																																																																																																																																		77373	592	0	128	37209	8186	8105	81	0	8537	376	8161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0	0	0	1841	8481	8242	52818	8424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455	728	0	0	0	728	8481	8242	52818	9152	0	1648	26409	9152	37081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
768953																																																																																																																																		418061	777	0	0	226389	6487	1855	4632	0	141730	5497	84532	49676	2057	25161	14943	40378	16908	830	0	830	0	0	0	0	0	0	39958	9831	774	771	27590	43167	106662	108515	134975	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5115	2558	0	0	0	2558	43167	106662	108712	139785	0	21332	54356	139785	226389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
769156																																																																																																																																		157191	952	0	0	88472	26526	24321	2205	0	275	0	275	0	0	12478	32570	604	0	0	0	0	0	0	0	0	0	0	5902	86	129	133	5554	36885	35179	19874	69652	80	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6897	3449	0	0	3449	0	36885	35179	23408	69732	0	7036	11704	69732	88472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
769334																																																																																																																																		105897	600																																																																																																														
770451																																																																																																																																		135086	1369	0	402	77362	12149	10073	2076	0	0	0	0	0	0	28389	5468	0	142	244	0	244	0	0	0	0	0	0	6923	90	628	4	6201	38552	21324	10966	66601	911	911	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38552	21324	10966	67614	0	4265	5483	67614	76960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
770545																																																																																																																																		41107	183																																																																																																														
770639																																																																																																																																		309070	1987	0	0	201099	29407	24791	4616	0	0	0	0	0	0	40982	67521	9505	831	0	0	0	0	0	0	0	0	0	7557	198	746	55	6558	65986	72883	18738	157183	0	0	0	0	0	0	7322	3661	0	0	0	3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7325	3663	0	0	0	3663	65986	72883	18738	169372	0	14577	9369	169372	201099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
770657																																																																																																																																		1420815	12004	0	0	1139643	27629	5561	22068	0	0	0	0	0	0	123310	361472	954	0	400	0	400	0	1568	0	0	0	0	69408	0	2028	0	42284	128871	396732	88759	874639	1803	1803	0	0	0	1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253269	126635	0	0	0	126635	128871	396732	90512	1007302	0	79346	45256	1007302	1139643	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
770853																																																																																																																																		573445	4659																																																																																																														
771047																																																																																																																																		52153	135	0	0	34236	8166	7959	207	0	0	0	0	0	0	695	15434	3570	0	0	0	0	0	0	0	0	0	0	5226	0	227	0	4999	8654	15868	3570	25451	0	0	0	0	0	0	0	0	0	0	0	0	201	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6680	3340	0	0	0	3340	8654	15908	3570	29269	0	3182	1785	29269	34236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
771140																																																																																																																																		1467135	11826	0	0	1062186	161675	149870	11805	0	0	0	0	0	0	78782	285399	17480	35816	3838	0	3838	0	0	0	0	0	0	101746	3145	4424	475	67272	244817	305466	126238	823420	494	494	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72105	36053	0	0	0	36053	272644	305466	126238	872738	0	61093	63119	872738	1062186	1005	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
771458																																																																																																																																		1772673	18589	0	4580	1166814	62486	49825	12661	0	62891	1207	40556	12493	9000	186083	477836	10224	0	0	0	0	0	0	0	0	0	0	101164	667	4318	572	71106	258102	559223	159517	858813	785	785	785	0	0	0	4346	2173	777	0	0	1396	0	0	0	0	0	0	0	0	0	0	0	0	11790	11790	762	0	11028	0	170417	85209	0	0	0	85209	260426	559223	170545	949126	0	111845	85273	949126	1162234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
771609																																																																																																																																		2957182	22202	0	0	2267160	84766	76351	8415	0	0	0	0	0	0	112891	79050	28958	47056	0	0	0	0	0	0	0	0	0	219167	0	12754	0	173325	193023	104291	962992	1678825	0	0	0	0	0	0	3699	1850	0	0	0	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193023	106059	963624	1699673	0	21212	481812	1699673	2267160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
771748																																																																																																																																		188219	598																																																																																																														
771878																																																																																																																																		397917	2961																																																																																																														
772008																																																																																																																																		2187468	15055	0	0	1588767	91669	15264	76405	0	0	0	0	0	0	223758	257285	25031	41977	0	0	0	0	0	0	0	0	0	87386	0	0	0	80129	242558	333690	444093	1201631	483	483	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68314	34157	0	0	0	34157	242558	333690	451029	1271830	0	66738	225515	1271830	1588767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
772446																																																																																																																																		115517	0	0	0	50808	69899	0	69899	0	0	0	0	0	0	2006	0	0	0	0	0	0	0	0	0	0	0	0	43763	252	0	0	36828	2258	69899	0	36828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2258	69899	0	36828	0	13980	0	36828	50808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
772754																																																																																																																																		98302	770																																																																																																														
773032																																																																																																																																		170738	1630	0	549	86451	45741	45337	404	0	0	0	0	0	0	13055	8741	22387	0	0	0	0	0	0	0	0	0	0	6784	0	369	225	6190	58392	9514	54877	55263	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3569	1785	0	0	0	1785	58392	9514	54877	57098	0	1903	27439	57098	85902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
773171																																																																																																																																		120039	521	0	0	60746	8872	5377	3495	0	3318	3	3316	0	0	22342	0	0	0	0	0	0	0	0	0	0	0	0	7499	655	97	0	2010	28442	8106	43324	36260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	449	0	0	0	449	28442	8106	43324	36709	0	1621	21662	36709	60746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
773247																																																																																																																																		7750390	92183	0	8236	6781200	123719	68591	55128	0	0	0	0	0	0	406589	612900	0	186702	927	0	927	0	0	0	0	0	0	760724	21485	27001	0	499822	503298	734970	430544	5960918	3688	3688	0	0	0	3688	19814	9907	0	0	0	9907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301661	150831	0	671	0	150159	514009	735716	430577	6194384	0	147143	215289	6194384	6772964	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
773443																																																																																																																																		398326	3098																																																																																																														
773470																																																																																																																																		1424575	3737	0	0	825575	160620	150369	10251	0	0	0	0	0	0	0	0	0	0	34	0	34	0	0	0	0	0	0	31626	91	9370	3235	18930	150460	19767	887916	370169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18522	9261	0	0	3533	5728	150460	19767	891449	375897	0	3953	445725	375897	825575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
773742																																																																																																																																		482619	3499	0	174	266066	18289	14240	4050	0	6047	0	6047	0	0	101108	121505	0	0	1927	0	1927	0	0	0	0	0	0	33898	812	2408	107	27880	116160	141470	96265	164494	89	89	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34818	17409	0	0	0	17409	116160	141470	96265	185738	0	28294	48133	185738	265892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
774132																																																																																																																																		1068903	6977	0	0	761940	22671	13631	9040	0	0	0	0	0	0	18861	115814	6520	2201	50567	0	50567	0	0	0	0	0	0	160406	150	1399	846	92810	39181	177323	249575	549789	174	174	0	0	0	174	4169	2085	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56232	28116	0	0	0	28116	39181	177323	249575	586710	0	35465	124788	586710	761940	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
774235																																																																																																																																		119545	1343	0	377	77351	12422	12265	157	0	0	0	0	0	0	7421	17133	6739	0	0	0	0	0	0	0	0	0	0	7227	100	169	0	6958	20942	20276	24085	58014	0	0	0	0	0	0	419	210	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3790	1895	0	0	0	1895	20942	20276	24085	61181	0	4055	12043	61181	76974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
774253																																																																																																																																		98658	543	0	0	62743	7660	6914	746	0	0	0	0	0	0	5462	12636	0	0	1214	0	1214	0	0	0	0	0	0	4121	57	211	140	3006	12433	14807	29984	42524	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3972	1986	0	0	0	1986	12433	14807	29984	44790	0	2961	14992	44790	62743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
774347																																																																																																																																		235483	3928																																																																																																														
775054																																																																																																																																		653603	6073	0	0	553373	8608	4876	3732	0	11500	0	0	0	11500	15972	41586	29215	23961	19132	0	19132	0	0	0	0	0	0	61510	0	1591	0	51951	25863	66076	84408	482839	826	826	0	0	0	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3736	1868	0	0	0	1868	25863	66076	84408	485633	0	13215	42204	485633	553373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
775241																																																																																																																																		51988	523																																																																																																														
775456																																																																																																																																		1411200	12074	0	0	1173060	111672	103778	7894	0	0	0	0	0	0	21140	104100	24432	20785	0	0	0	0	0	0	0	0	0	51370	2923	4580	1123	32576	128139	124134	209914	928049	521	521	0	0	0	521	7739	3870	0	0	0	3870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106956	53478	0	0	0	53478	134669	124134	209914	1010797	0	24827	104957	1010797	1173060	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
775773																																																																																																																																		266088	1267																																																																																																														
776369																																																																																																																																		195030	2741	0	1421	105623	55126	54563	563	0	2853	0	0	2853	0	28234	2998	0	0	0	0	0	0	0	0	0	0	0	8163	0	0	0	8163	82801	3561	15823	94202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1467	734	0	0	0	734	82801	3561	15823	94936	0	712	7912	94936	104202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
