"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	
397540																																																																																															0	0	0	0	0	0	0	0	0	2048	6938	2111	0	146	0	1479	800	11	423	0	656	59	685	0	0	0	0	0	0	0	317	172	46	146	0	0	0	0	0	0	0	0	0	0	0	0	947	250	2432	332	17	0	0	0	944	0	0	0	0	1062	10	0	0	0	0	471	296	108	0	91	0	0	0	0	0	0	0	204	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	178	14	47	0	0	0	0	0	0	0	0	0	0	0	0	
397559																																																																																															0	0	0							374	1001	0	0	0	0	846	0	74	0	0	68	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	298	0				0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397755																																																																																															0	0	0							95	3637	0	0	0	0	0	0	94	191	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	27	0				0	2335	0	0	0	0	824	0	0	0	1	0	0	0	0	0	0	0	821	0	0	628	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397858																																																																																															0	0	0							0	264	8				228	3	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	36	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
398051																																																																																															0	0	0							0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398248																																																																																															0	0	0	0	0	0	0	0	0	87	1155	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	953	22	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	34	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
398668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10823	13436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						0	0	0	0	0	0							0	0	0														0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0																						
398837																																																																																															0	0	0							310	1636	20	0	0	0	17	0	44	4	0	37	0	0	0	0	0	0				56	20	0	45	0	0	0	0	0	0	0	0	0	0	0	0	29	0	266	0	35	0	0	0	97	0				422	681	0	0	0	0	14	0	0	0	0	200	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200							0	0	0	0	0	0	0	0	0	45	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399357																																																																																															0	0	0							358	1011	0	0	698	0	186	0	34	0	0	0	0	0	0	0	0	0				0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	333	0				0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	
399517																																																																																															0	0	0	0	0	0	0	0	0	34194	9544	112	0	0	0	3588	0	9160	0	0	723	491	0	541	0	0	0	0	0	0	904	0	1198	0	0	0	0	0	0	223	112	0	0	0	0	0	5535	224	3361	0	59	0	0	0	10751	0	0	0	0	0	0	0	0	0	1575	272	307	0	0	6525	8297	0	0	387	0	0	11453	65	0	417	33	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	6466	0	0	3616	0	0	0	0	0	0	0	0	0	0	0	0	54	0	220	285	0	196	0	0	3616	0	0	0	0	0	0	0	0	0	
399731																																																																																															0	0	0							2693	1584	164	0	0	0	131	0	738	55	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	777	131	0	0	0	0	2085	0				0	189	0	27	0	0	69	220	0	0	892	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	116	6	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399973																																																																																															0	0	0							859	1950	0				151	0	0	120	0	95	265	0	281	0	0	0				174	0	0	67	0	50	0	0	0	0	0	0	0	0	0	0	304	0	306	0	28	0	0	0	341	0				0	0	0	0	0	94	789	0	0	0	0	7	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	22	0	0	0				24	0	2	26	0	26	0	0	0	0	0	0	0	0	2	0	0	20	
400057																																																																																															0	0	0							1916	2849	25	333	40	0	336	25	119	546	0	168	0	0	0	0	0	0				0	0	0	40	0	333	0	0	0	0	0	0	0	0	0	0	744	0	1187	0	0	0	0	0	990	0				504	0	0	0	0	0	100	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	136	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
400141																																																																																															0	0	0							284	5732	518	0	0	0	266	0	81	0	37	0	0	0	0	0	0	0				81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	6	475	363	0	0	0	0	0	0				0	0	0	0	0	0	4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	392	82	21	50	36	30	0	0	0	0	0	0	0	0	0	0	0	0	
400365																																																																																															0	0	0							22	2329	55	0	0	0	333	55	21	0	0	0	0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	20	0				1290	491	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400767																																																																																															0	0	0							41	80	29				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				49	29	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401072																																																																																															0	0	0							310	575	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	53	0	0	0	0	0	0	0				522	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	93	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401559																																																																																															0	0	0							37	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401755																																																																																															0	0	0							791	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	0	0	63	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401906																																																																																															0	0	0							1611	1413	0	0	0	0	102	0	68	0	0	0	0	0	0	0	0	0				350	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	0	364	0	0	0	0	0	24	0				0	0	0	0	0	36	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	216	0	278	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401951																																																																																															0	0	0							962	0	0				0	0	500	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0				0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
402846																																																																																															0	0	0							285	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	
402873																																																																																															0	0	0							0	300	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403067																																																																																															0	0	0							0	500	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403151																																																																																															0	0	0	0	0	0	0	0	0	8402	2574	296	0	404	14	1372	104	386	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	14	0	0	0	0	0	0	0	0	0	0	0	1	0	280	167	0	0	0	0	8343	0	0	0	0	0	0	0	0	0	8000	129	81	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	107	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
403179																																																																																															0	0	0							30293	1575	8531	0	0	0	38	0	3661	0	0	0	0	0	708	0	0	0				0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1820	29	0	0	0	0	0	0	12629	0				0	0	0	0	15165	8107	0	0	8531	0	14	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	755	0	423	782	0	333	0	0	133	0	0	0	0	0	0	0	0	0	
403254																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403656																																																																																															0	0	0							719	156	61	0	0	0	15	61	136	0	0	0	0	0	0	0	0	0				0	0	0	79	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	14	0	0	48	0	123	0	0	0	0	0	0	0	0	0	0	0	0	
403870																																																																																															0	0	0							150	1690	23	0	0	0	41	0	0	0	0	0	141	0	0	0	0	0				42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201	0	0	0	0	0	150	0				237	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	27	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403946																																																																																															0	0	0							562	3407	0	0	0	0	6	0	0	0	0	0	585	0	0	0	0	0				723	0	88	4	0	0	0	0	0	34	0	0	0	0	0	0	57	47	180	0	65	0	0	0	7	0				0	1418	0	0	0	258	0	389	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
404653																																																																																															0	0	0							0	3202	0	0	0	0	3197	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	311	0	0	0	0	0	0	0	0	1	0	0	
404943																																																																																															0	0	0							87	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
406022																																																																																															0	0	0							665	914	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0				0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	138	0	0	0	0	0	665	0				0	0	0	0	0	0	0	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
406059																																																																																															0	0	0							76	1476	10532	0	0	0	129	4960	59	0	224	0	0	0	0	0	0	0				0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034	130	0	0	0	0	18	0				0	46	0	5218	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	
406666																																																																																															0	0	0							4476	1882	1				914	0	0	0	0	0	0	0	0	0	0	0				0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	1	0	0	0	0	4483	0				0	884	0	0	0	0	0	0	0	0	1721	2540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
406974																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
407168																																																																																															589	337	471							471	2931	360	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0				0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0				0	0	0	0	0	0	0	2246	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
407506																																																																																															0	0	0							4933	2461	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0				99	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	2871	311	249	0	100	0	0	0	2125	0				0	0	0	0	0	0	407	0	0	0	56	960	0	0	0	0	0	0	0	0	192	0	0	96	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	971	0	81	635	0	178	0	0	0	0	0	0	0	0	0	0	0	0	
407645																																																																																															0	0	0							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
407850																																																																																															0	0	0							0	75	138	0	0	0	75	138	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408307																																																																																															0	0	0	0	0	0	0	0	0	403	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	330	22	0	0	35	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408642																																																																																															5	0	64							10915	1458	111	0	0	0	35	0	1370	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	137	111	0	0	0	0	0	0	0	0	0	0	0	0	0	10048	0				0	0	0	0	0	9481	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408875																																																																																															0	0	0							12734	8409	0	0	0	0	391	0	0	0	0	0	0	0	0	2442	0	236				0	0	0	0	0	11610	0	0	0	0	0	0	0	0	0	0	844	0	2290	0	0	0	0	0	14505	0				0	0	0	0	0	0	0	5134	0	0	0	0	1382	0	494	1382	0	494	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	594	0	280	0	0	0	0	0	0	0	0	0	0	0	0	
409265																																																																																															0	0	0							0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410159																																																																																															0	0	0							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410560																																																																																															0	0	0							0	29	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410748																																																																																															0	0	0	0	0	0	0	0	0	1675	1222	183	0	0	0	48	0	453	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	56	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	16	0	56	31	0	0	0	0	0	0	0	0	0	0	0	0	0	
410917																																																																																															0	0	0							625	2236	311	0	0	0	65	0	0	15	0	166	0	0	0	0	0	0				14	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	34	1657	48	0	0	0	0	287	0				0	55	129	0	0	0	302	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	53	0	33	75	0	40	0	0	0	0	0	0	0	0	0	0	0	0	
411062																																																																																															0	0	0							0	340	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	34	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
411174																																																																																															0	0	0							495	847	74				0	0	54	0	31	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	419	0	717	43	130	0	0	0	40	0				0	0	0	0	0	0	0	0	0	0	0	22	27	0	166	27	0	166	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
